participant_id,event_number,peripheral_id,score
sub-17,1,P1,0
sub-17,1,P2,0
sub-17,1,P3,0
sub-17,1,P4,0
sub-17,1,P5,0
sub-17,1,P6,0
sub-17,1,P7,0
sub-17,1,P8,0
sub-17,1,P9,0
sub-17,3,P1,0
sub-17,3,P2,0
sub-17,3,P3,0
sub-17,3,P4,0
sub-17,3,P5,0
sub-17,4,P1,1
sub-17,4,P2,0
sub-17,4,P3,0
sub-17,4,P4,0
sub-17,4,P5,0
sub-17,4,P6,2
sub-17,4,P7,0
sub-17,4,P8,0
sub-17,5,P1,0
sub-17,5,P2,0
sub-17,5,P3,1
sub-17,5,P4,0
sub-17,5,P5,0
sub-17,5,P6,0
sub-17,5,P7,0
sub-17,6,P1,0
sub-17,6,P2,0
sub-17,6,P3,0
sub-17,6,P4,0
sub-17,6,P5,0
sub-17,6,P6,0
sub-17,6,P7,0
sub-17,7,P1,0
sub-17,7,P2,0
sub-17,7,P3,0
sub-17,7,P4,0
sub-17,7,P5,0
sub-17,7,P6,0
sub-17,8,P1,0
sub-17,8,P2,0
sub-17,8,P3,0
sub-17,8,P4,0
sub-17,8,P5,0
sub-17,8,P6,0
sub-17,9,P1,0
sub-17,9,P2,0
sub-17,9,P3,0
sub-17,9,P4,2
sub-17,9,P5,0
sub-17,10,P1,0
sub-17,10,P2,0
sub-17,10,P3,0
sub-17,10,P4,0
sub-17,10,P5,1
sub-17,10,P6,0
sub-17,10,P7,0
sub-17,11,P1,0
sub-17,11,P2,0
sub-17,11,P3,0
sub-17,11,P4,0
sub-17,11,P5,0
sub-17,11,P6,0
sub-17,11,P7,0
sub-17,12,P1,0
sub-17,12,P2,1
sub-17,12,P3,0
sub-17,12,P4,0
sub-17,12,P5,1
sub-17,12,P6,0
sub-17,12,P7,0
sub-17,13,P1,0
sub-17,13,P2,0
sub-17,13,P3,2
sub-17,13,P4,0
sub-17,13,P5,0
sub-17,13,P6,0
sub-17,13,P7,0
sub-17,13,P8,0
sub-17,14,P1,0
sub-17,14,P2,1
sub-17,14,P3,2
sub-17,14,P4,0
sub-17,15,P1,0
sub-17,15,P2,0
sub-17,15,P3,0
sub-17,15,P4,0
sub-17,15,P5,0
sub-17,15,P6,1
sub-17,15,P7,0
sub-17,15,P8,0
sub-17,16,P1,0
sub-17,16,P2,0
sub-17,16,P3,0
sub-17,16,P4,0
sub-17,16,P5,0
sub-17,17,P1,0
sub-17,17,P2,2
sub-17,17,P3,0
sub-17,17,P4,0
sub-17,17,P5,0
sub-17,17,P6,0
sub-17,17,P7,1
sub-17,18,P1,0
sub-17,18,P2,0
sub-17,18,P3,0
sub-17,18,P4,0
sub-17,18,P5,0
sub-17,19,P1,0
sub-17,19,P2,0
sub-17,19,P3,0
sub-17,19,P4,2
sub-17,19,P5,2
sub-17,19,P6,0
sub-17,20,P1,0
sub-17,20,P2,0
sub-17,20,P3,0
sub-17,20,P4,0
sub-17,20,P5,0
sub-17,20,P6,0
sub-17,20,P7,0
sub-17,21,P1,0
sub-17,21,P2,0
sub-17,21,P3,0
sub-17,21,P4,0
sub-17,21,P5,0
sub-17,21,P6,0
sub-17,21,P7,0
sub-17,22,P1,0
sub-17,22,P2,0
sub-17,22,P3,0
sub-17,22,P4,0
sub-17,22,P5,0
sub-17,22,P6,0
sub-17,22,P7,0
sub-17,23,P1,0
sub-17,23,P2,2
sub-17,23,P3,0
sub-17,23,P4,0
sub-17,23,P5,0
sub-17,23,P6,0
sub-17,23,P7,0
sub-17,24,P1,0
sub-17,24,P2,0
sub-17,24,P3,0
sub-17,24,P4,2
sub-17,24,P5,0
sub-17,24,P6,0
sub-17,29,P1,0
sub-17,29,P2,0
