participant_id,event_number,peripheral_id,score
sub-14,1,P1,0
sub-14,1,P2,0
sub-14,1,P3,0
sub-14,1,P4,0
sub-14,1,P5,0
sub-14,1,P6,0
sub-14,1,P7,0
sub-14,1,P8,0
sub-14,1,P9,0
sub-14,2,P1,0
sub-14,2,P2,0
sub-14,2,P3,0
sub-14,2,P4,0
sub-14,2,P5,0
sub-14,2,P6,0
sub-14,2,P7,0
sub-14,3,P1,0
sub-14,3,P2,0
sub-14,3,P3,0
sub-14,3,P4,0
sub-14,3,P5,0
sub-14,5,P1,0
sub-14,5,P2,0
sub-14,5,P3,0
sub-14,5,P4,0
sub-14,5,P5,0
sub-14,5,P6,0
sub-14,5,P7,0
sub-14,6,P1,0
sub-14,6,P2,0
sub-14,6,P3,0
sub-14,6,P4,0
sub-14,6,P5,0
sub-14,6,P6,0
sub-14,6,P7,0
sub-14,7,P1,0
sub-14,7,P2,0
sub-14,7,P3,0
sub-14,7,P4,0
sub-14,7,P5,0
sub-14,7,P6,0
sub-14,8,P1,2
sub-14,8,P2,0
sub-14,8,P3,0
sub-14,8,P4,0
sub-14,8,P5,0
sub-14,8,P6,0
sub-14,9,P1,0
sub-14,9,P2,0
sub-14,9,P3,0
sub-14,9,P4,1
sub-14,9,P5,0
sub-14,10,P1,0
sub-14,10,P2,0
sub-14,10,P3,0
sub-14,10,P4,0
sub-14,10,P5,0
sub-14,10,P6,0
sub-14,10,P7,0
sub-14,12,P1,0
sub-14,12,P2,2
sub-14,12,P3,0
sub-14,12,P4,0
sub-14,12,P5,0
sub-14,12,P6,0
sub-14,12,P7,0
sub-14,13,P1,2
sub-14,13,P2,0
sub-14,13,P3,0
sub-14,13,P4,0
sub-14,13,P5,2
sub-14,13,P6,0
sub-14,13,P7,0
sub-14,13,P8,0
sub-14,14,P1,0
sub-14,14,P2,0
sub-14,14,P3,0
sub-14,14,P4,0
sub-14,15,P1,0
sub-14,15,P2,0
sub-14,15,P3,0
sub-14,15,P4,0
sub-14,15,P5,1
sub-14,15,P6,2
sub-14,15,P7,0
sub-14,15,P8,0
sub-14,16,P1,0
sub-14,16,P2,2
sub-14,16,P3,0
sub-14,16,P4,0
sub-14,16,P5,0
sub-14,17,P1,0
sub-14,17,P2,1
sub-14,17,P3,0
sub-14,17,P4,0
sub-14,17,P5,0
sub-14,17,P6,0
sub-14,17,P7,2
sub-14,18,P1,0
sub-14,18,P2,0
sub-14,18,P3,0
sub-14,18,P4,1
sub-14,18,P5,0
sub-14,19,P1,0
sub-14,19,P2,2
sub-14,19,P3,0
sub-14,19,P4,0
sub-14,19,P5,0
sub-14,19,P6,0
sub-14,20,P1,0
sub-14,20,P2,0
sub-14,20,P3,0
sub-14,20,P4,0
sub-14,20,P5,2
sub-14,20,P6,0
sub-14,20,P7,0
sub-14,21,P1,0
sub-14,21,P2,1
sub-14,21,P3,0
sub-14,21,P4,0
sub-14,21,P5,0
sub-14,21,P6,0
sub-14,21,P7,0
sub-14,22,P1,0
sub-14,22,P2,0
sub-14,22,P3,0
sub-14,22,P4,0
sub-14,22,P5,0
sub-14,22,P6,0
sub-14,22,P7,0
sub-14,23,P1,0
sub-14,23,P2,2
sub-14,23,P3,0
sub-14,23,P4,0
sub-14,23,P5,0
sub-14,23,P6,0
sub-14,23,P7,0
sub-14,24,P1,0
sub-14,24,P2,0
sub-14,24,P3,0
sub-14,24,P4,2
sub-14,24,P5,0
sub-14,24,P6,0
sub-14,26,P1,0
sub-14,26,P2,0
sub-14,26,P3,0
sub-14,26,P4,0
sub-14,26,P5,1
sub-14,26,P6,0
sub-14,27,P1,2
sub-14,27,P2,2
sub-14,27,P3,0
sub-14,27,P4,0
sub-14,27,P5,0
sub-14,27,P6,0
sub-14,27,P7,0
sub-14,27,P8,1
sub-14,27,P9,0
sub-14,27,P10,1
sub-14,28,P1,0
sub-14,28,P2,0
sub-14,28,P3,0
sub-14,28,P4,2
sub-14,28,P5,0
sub-14,28,P6,0
sub-14,28,P7,0
sub-14,28,P8,0
sub-14,28,P9,0
sub-14,30,P1,0
sub-14,30,P2,0
sub-14,30,P3,0
sub-14,30,P4,0
sub-14,30,P5,0
