participant_id,event_number,peripheral_id,score
sub-01,1,P1,0
sub-01,1,P2,0
sub-01,1,P3,0
sub-01,1,P4,0
sub-01,1,P5,0
sub-01,1,P6,0
sub-01,1,P7,0
sub-01,1,P8,2
sub-01,1,P9,0
sub-01,3,P1,0
sub-01,3,P2,0
sub-01,3,P3,0
sub-01,3,P4,0
sub-01,3,P5,0
sub-01,5,P1,0
sub-01,5,P2,0
sub-01,5,P3,0
sub-01,5,P4,0
sub-01,5,P5,0
sub-01,5,P6,0
sub-01,5,P7,0
sub-01,6,P1,0
sub-01,6,P2,0
sub-01,6,P3,0
sub-01,6,P4,0
sub-01,6,P5,0
sub-01,6,P6,0
sub-01,6,P7,0
sub-01,7,P1,0
sub-01,7,P2,0
sub-01,7,P3,0
sub-01,7,P4,0
sub-01,7,P5,0
sub-01,7,P6,0
sub-01,8,P1,1
sub-01,8,P2,0
sub-01,8,P3,0
sub-01,8,P4,0
sub-01,8,P5,0
sub-01,8,P6,0
sub-01,9,P1,0
sub-01,9,P2,1
sub-01,9,P3,0
sub-01,9,P4,0
sub-01,9,P5,2
sub-01,10,P1,0
sub-01,10,P2,0
sub-01,10,P3,0
sub-01,10,P4,0
sub-01,10,P5,0
sub-01,10,P6,0
sub-01,10,P7,1
sub-01,11,P1,0
sub-01,11,P2,0
sub-01,11,P3,0
sub-01,11,P4,0
sub-01,11,P5,0
sub-01,11,P6,0
sub-01,11,P7,0
sub-01,12,P1,0
sub-01,12,P2,2
sub-01,12,P3,0
sub-01,12,P4,0
sub-01,12,P5,0
sub-01,12,P6,0
sub-01,12,P7,0
sub-01,13,P1,0
sub-01,13,P2,0
sub-01,13,P3,0
sub-01,13,P4,0
sub-01,13,P5,0
sub-01,13,P6,0
sub-01,13,P7,0
sub-01,13,P8,0
sub-01,14,P1,0
sub-01,14,P2,0
sub-01,14,P3,0
sub-01,14,P4,0
sub-01,19,P1,0
sub-01,19,P2,0
sub-01,19,P3,0
sub-01,19,P4,0
sub-01,19,P5,0
sub-01,19,P6,0
sub-01,20,P1,0
sub-01,20,P2,0
sub-01,20,P3,0
sub-01,20,P4,0
sub-01,20,P5,0
sub-01,20,P6,0
sub-01,20,P7,0
sub-01,21,P1,0
sub-01,21,P2,0
sub-01,21,P3,0
sub-01,21,P4,0
sub-01,21,P5,0
sub-01,21,P6,0
sub-01,21,P7,0
sub-01,22,P1,0
sub-01,22,P2,0
sub-01,22,P3,0
sub-01,22,P4,0
sub-01,22,P5,0
sub-01,22,P6,0
sub-01,22,P7,0
sub-01,23,P1,0
sub-01,23,P2,0
sub-01,23,P3,0
sub-01,23,P4,0
sub-01,23,P5,0
sub-01,23,P6,0
sub-01,23,P7,0
sub-01,24,P1,0
sub-01,24,P2,0
sub-01,24,P3,0
sub-01,24,P4,0
sub-01,24,P5,0
sub-01,24,P6,0
sub-01,27,P1,2
sub-01,27,P2,0
sub-01,27,P3,0
sub-01,27,P4,0
sub-01,27,P5,1
sub-01,27,P6,0
sub-01,27,P7,0
sub-01,27,P8,0
sub-01,27,P9,0
sub-01,27,P10,0
sub-01,28,P1,0
sub-01,28,P2,0
sub-01,28,P3,0
sub-01,28,P4,0
sub-01,28,P5,0
sub-01,28,P6,0
sub-01,28,P7,0
sub-01,28,P8,0
sub-01,28,P9,2
sub-01,30,P1,0
sub-01,30,P2,0
sub-01,30,P3,0
sub-01,30,P4,0
sub-01,30,P5,0
sub-01,30,P6,0
sub-01,30,P7,0
sub-01,30,P8,0
sub-01,30,P9,0
sub-01,30,P10,0
sub-01,32,P1,0
sub-01,32,P2,0
sub-01,32,P3,0
sub-01,32,P4,0
sub-01,32,P5,0
sub-01,32,P6,0
sub-01,33,P1,0
sub-01,33,P2,0
sub-01,33,P3,0
sub-01,33,P4,0
sub-01,33,P5,0
sub-01,33,P6,0
sub-01,33,P7,0
sub-01,34,P1,0
sub-01,34,P2,1
sub-01,34,P3,1
sub-01,34,P4,0
sub-01,34,P5,0
sub-01,34,P6,1
sub-01,35,P1,0
sub-01,35,P2,0
sub-01,35,P3,0
sub-01,35,P4,0
sub-01,35,P5,0
sub-01,35,P6,0
sub-01,37,P1,0
sub-01,37,P2,0
sub-01,37,P3,0
sub-01,37,P4,0
sub-01,37,P5,0
sub-01,37,P6,0
sub-01,37,P7,0
sub-01,38,P1,0
sub-01,38,P2,0
sub-01,38,P3,0
sub-01,38,P4,0
sub-01,38,P5,0
sub-01,38,P6,0
sub-01,38,P7,0
sub-01,38,P8,0
sub-01,39,P1,0
sub-01,39,P2,0
sub-01,39,P3,0
sub-01,39,P4,0
sub-01,39,P5,0
sub-01,39,P6,2
sub-01,39,P7,0
sub-01,40,P1,0
sub-01,40,P2,0
sub-01,40,P3,0
sub-01,40,P4,0
sub-01,40,P5,0
sub-01,41,P1,0
sub-01,41,P2,0
sub-01,41,P3,0
sub-01,41,P4,0
sub-01,41,P5,0
sub-01,41,P6,0
sub-01,41,P7,1
sub-01,42,P1,2
sub-01,42,P2,0
sub-01,42,P3,0
sub-01,42,P4,0
sub-01,42,P5,0
sub-01,42,P6,0
sub-01,42,P7,0
sub-01,42,P8,0
sub-01,42,P9,0
sub-01,43,P1,0
sub-01,43,P2,0
sub-01,43,P3,0
sub-01,43,P4,0
sub-01,43,P5,0
sub-01,43,P6,0
sub-01,44,P1,2
sub-01,44,P2,0
sub-01,44,P3,0
sub-01,44,P4,0
sub-01,44,P5,0
sub-01,44,P6,0
sub-01,45,P1,0
sub-01,45,P2,0
sub-01,45,P3,0
sub-01,45,P4,0
sub-01,45,P5,0
sub-01,45,P6,0
sub-01,45,P7,0
sub-01,46,P1,0
sub-01,46,P2,0
sub-01,46,P3,0
sub-01,46,P4,0
sub-01,46,P5,0
sub-01,46,P6,0
sub-01,46,P7,0
sub-01,46,P8,0
sub-01,46,P9,0
sub-01,46,P10,0
sub-01,46,P11,0
sub-01,47,P1,0
sub-01,47,P2,0
sub-01,47,P3,0
sub-01,47,P4,0
sub-01,47,P5,1
sub-01,47,P6,0
sub-01,47,P7,0
sub-01,48,P1,0
sub-01,48,P2,0
sub-01,48,P3,0
sub-01,48,P4,0
sub-01,48,P5,0
sub-01,48,P6,0
sub-01,48,P7,1
sub-01,48,P8,0
sub-01,48,P9,0
sub-01,51,P1,0
sub-01,51,P2,0
sub-01,51,P3,0
sub-01,51,P4,0
sub-01,51,P5,0
sub-01,51,P6,0
sub-01,51,P7,0
sub-01,51,P8,0
sub-01,51,P9,0
sub-01,52,P1,0
sub-01,52,P2,0
sub-01,52,P3,0
sub-01,52,P4,0
sub-01,52,P5,0
sub-01,52,P6,0
sub-01,52,P7,0
sub-01,53,P1,0
sub-01,53,P2,0
sub-01,53,P3,2
sub-01,53,P4,0
sub-01,53,P5,0
sub-01,53,P6,0
sub-01,53,P7,0
sub-01,54,P1,0
sub-01,54,P2,0
sub-01,54,P3,0
sub-01,54,P4,0
sub-01,54,P5,0
sub-01,55,P1,0
sub-01,55,P2,0
sub-01,55,P3,0
sub-01,55,P4,0
sub-01,55,P5,0
sub-01,55,P6,0
sub-01,55,P7,2
sub-01,55,P8,0
sub-01,56,P1,0
sub-01,56,P2,0
sub-01,56,P3,0
sub-01,56,P4,0
sub-01,56,P5,0
sub-01,56,P6,0
sub-01,56,P7,0
