participant_id,event_number,peripheral_id,score
sub-10,1,P1,0
sub-10,1,P2,0
sub-10,1,P3,0
sub-10,1,P4,0
sub-10,1,P5,0
sub-10,1,P6,0
sub-10,1,P7,0
sub-10,1,P8,0
sub-10,1,P9,0
sub-10,2,P1,0
sub-10,2,P2,1
sub-10,2,P3,0
sub-10,2,P4,0
sub-10,2,P5,0
sub-10,2,P6,0
sub-10,2,P7,1
sub-10,3,P1,0
sub-10,3,P2,0
sub-10,3,P3,0
sub-10,3,P4,0
sub-10,3,P5,0
sub-10,4,P1,1
sub-10,4,P2,0
sub-10,4,P3,0
sub-10,4,P4,0
sub-10,4,P5,0
sub-10,4,P6,2
sub-10,4,P7,0
sub-10,4,P8,0
sub-10,5,P1,0
sub-10,5,P2,1
sub-10,5,P3,0
sub-10,5,P4,0
sub-10,5,P5,0
sub-10,5,P6,0
sub-10,5,P7,2
sub-10,6,P1,0
sub-10,6,P2,2
sub-10,6,P3,0
sub-10,6,P4,1
sub-10,6,P5,0
sub-10,6,P6,1
sub-10,6,P7,0
sub-10,7,P1,2
sub-10,7,P2,2
sub-10,7,P3,0
sub-10,7,P4,0
sub-10,7,P5,0
sub-10,7,P6,2
sub-10,8,P1,0
sub-10,8,P2,0
sub-10,8,P3,0
sub-10,8,P4,2
sub-10,8,P5,0
sub-10,8,P6,0
sub-10,9,P1,0
sub-10,9,P2,0
sub-10,9,P3,0
sub-10,9,P4,0
sub-10,9,P5,0
sub-10,10,P1,0
sub-10,10,P2,0
sub-10,10,P3,0
sub-10,10,P4,2
sub-10,10,P5,1
sub-10,10,P6,0
sub-10,10,P7,0
sub-10,12,P1,0
sub-10,12,P2,2
sub-10,12,P3,0
sub-10,12,P4,0
sub-10,12,P5,1
sub-10,12,P6,0
sub-10,12,P7,0
sub-10,13,P1,2
sub-10,13,P2,2
sub-10,13,P3,0
sub-10,13,P4,0
sub-10,13,P5,1
sub-10,13,P6,0
sub-10,13,P7,2
sub-10,13,P8,0
sub-10,14,P1,0
sub-10,14,P2,1
sub-10,14,P3,2
sub-10,14,P4,0
sub-10,15,P1,0
sub-10,15,P2,0
sub-10,15,P3,2
sub-10,15,P4,0
sub-10,15,P5,2
sub-10,15,P6,2
sub-10,15,P7,0
sub-10,15,P8,0
sub-10,16,P1,0
sub-10,16,P2,2
sub-10,16,P3,0
sub-10,16,P4,0
sub-10,16,P5,0
sub-10,17,P1,0
sub-10,17,P2,2
sub-10,17,P3,2
sub-10,17,P4,0
sub-10,17,P5,0
sub-10,17,P6,0
sub-10,17,P7,2
sub-10,18,P1,0
sub-10,18,P2,0
sub-10,18,P3,0
sub-10,18,P4,2
sub-10,18,P5,0
sub-10,19,P1,0
sub-10,19,P2,2
sub-10,19,P3,0
sub-10,19,P4,0
sub-10,19,P5,0
sub-10,19,P6,2
sub-10,20,P1,0
sub-10,20,P2,2
sub-10,20,P3,0
sub-10,20,P4,0
sub-10,20,P5,2
sub-10,20,P6,1
sub-10,20,P7,0
sub-10,21,P1,0
sub-10,21,P2,1
sub-10,21,P3,0
sub-10,21,P4,2
sub-10,21,P5,0
sub-10,21,P6,1
sub-10,21,P7,0
sub-10,22,P1,0
sub-10,22,P2,0
sub-10,22,P3,2
sub-10,22,P4,1
sub-10,22,P5,0
sub-10,22,P6,0
sub-10,22,P7,0
sub-10,23,P1,0
sub-10,23,P2,2
sub-10,23,P3,0
sub-10,23,P4,0
sub-10,23,P5,0
sub-10,23,P6,0
sub-10,23,P7,0
sub-10,24,P1,0
sub-10,24,P2,0
sub-10,24,P3,2
sub-10,24,P4,0
sub-10,24,P5,0
sub-10,24,P6,0
sub-10,25,P1,0
sub-10,25,P2,0
sub-10,25,P3,0
sub-10,25,P4,0
sub-10,25,P5,0
sub-10,26,P1,0
sub-10,26,P2,0
sub-10,26,P3,0
sub-10,26,P4,0
sub-10,26,P5,2
sub-10,26,P6,0
sub-10,27,P1,2
sub-10,27,P2,1
sub-10,27,P3,0
sub-10,27,P4,2
sub-10,27,P5,2
sub-10,27,P6,0
sub-10,27,P7,0
sub-10,27,P8,0
sub-10,27,P9,0
sub-10,27,P10,2
sub-10,28,P1,0
sub-10,28,P2,0
sub-10,28,P3,0
sub-10,28,P4,2
sub-10,28,P5,0
sub-10,28,P6,0
sub-10,28,P7,0
sub-10,28,P8,0
sub-10,28,P9,2
sub-10,30,P1,0
sub-10,30,P2,0
sub-10,30,P3,0
sub-10,30,P4,0
sub-10,30,P5,0
sub-10,30,P6,0
sub-10,30,P7,0
sub-10,30,P8,2
sub-10,30,P9,2
sub-10,30,P10,2
sub-10,31,P1,2
sub-10,31,P2,0
sub-10,31,P3,0
sub-10,31,P4,0
sub-10,31,P5,2
sub-10,32,P1,0
sub-10,32,P2,0
sub-10,32,P3,1
sub-10,32,P4,2
sub-10,32,P5,0
sub-10,32,P6,0
sub-10,33,P1,2
sub-10,33,P2,2
sub-10,33,P3,0
sub-10,33,P4,0
sub-10,33,P5,0
sub-10,33,P6,0
sub-10,33,P7,1
sub-10,34,P1,0
sub-10,34,P2,0
sub-10,34,P3,0
sub-10,34,P4,1
sub-10,34,P5,1
sub-10,34,P6,2
sub-10,35,P1,2
sub-10,35,P2,0
sub-10,35,P3,0
sub-10,35,P4,0
sub-10,35,P5,0
sub-10,35,P6,0
sub-10,36,P1,2
sub-10,36,P2,1
sub-10,36,P3,0
sub-10,36,P4,0
sub-10,36,P5,2
sub-10,36,P6,2
sub-10,37,P1,2
sub-10,37,P2,0
sub-10,37,P3,0
sub-10,37,P4,0
sub-10,37,P5,0
sub-10,37,P6,0
sub-10,37,P7,1
sub-10,38,P1,0
sub-10,38,P2,2
sub-10,38,P3,0
sub-10,38,P4,0
sub-10,38,P5,0
sub-10,38,P6,2
sub-10,38,P7,0
sub-10,38,P8,0
sub-10,39,P1,2
sub-10,39,P2,0
sub-10,39,P3,0
sub-10,39,P4,0
sub-10,39,P5,0
sub-10,39,P6,2
sub-10,39,P7,0
sub-10,40,P1,0
sub-10,40,P2,0
sub-10,40,P3,0
sub-10,40,P4,0
sub-10,40,P5,0
sub-10,42,P1,2
sub-10,42,P2,0
sub-10,42,P3,2
sub-10,42,P4,2
sub-10,42,P5,1
sub-10,42,P6,1
sub-10,42,P7,0
sub-10,42,P8,0
sub-10,42,P9,0
sub-10,43,P1,0
sub-10,43,P2,0
sub-10,43,P3,1
sub-10,43,P4,0
sub-10,43,P5,0
sub-10,43,P6,2
sub-10,44,P1,0
sub-10,44,P2,0
sub-10,44,P3,2
sub-10,44,P4,0
sub-10,44,P5,0
sub-10,44,P6,2
sub-10,45,P1,0
sub-10,45,P2,1
sub-10,45,P3,0
sub-10,45,P4,0
sub-10,45,P5,1
sub-10,45,P6,0
sub-10,45,P7,2
sub-10,46,P1,0
sub-10,46,P2,0
sub-10,46,P3,0
sub-10,46,P4,0
sub-10,46,P5,0
sub-10,46,P6,0
sub-10,46,P7,0
sub-10,46,P8,2
sub-10,46,P9,0
sub-10,46,P10,0
sub-10,46,P11,0
sub-10,47,P1,0
sub-10,47,P2,0
sub-10,47,P3,0
sub-10,47,P4,0
sub-10,47,P5,2
sub-10,47,P6,0
sub-10,47,P7,0
sub-10,48,P1,0
sub-10,48,P2,1
sub-10,48,P3,2
sub-10,48,P4,0
sub-10,48,P5,0
sub-10,48,P6,0
sub-10,48,P7,0
sub-10,48,P8,2
sub-10,48,P9,0
sub-10,49,P1,0
sub-10,49,P2,0
sub-10,49,P3,0
sub-10,49,P4,0
sub-10,49,P5,0
sub-10,49,P6,0
sub-10,49,P7,0
sub-10,49,P8,0
sub-10,50,P1,0
sub-10,50,P2,2
sub-10,50,P3,0
sub-10,50,P4,0
sub-10,50,P5,0
sub-10,50,P6,0
sub-10,50,P7,0
sub-10,51,P1,0
sub-10,51,P2,0
sub-10,51,P3,0
sub-10,51,P4,1
sub-10,51,P5,0
sub-10,51,P6,0
sub-10,51,P7,0
sub-10,51,P8,0
sub-10,51,P9,0
sub-10,52,P1,0
sub-10,52,P2,0
sub-10,52,P3,0
sub-10,52,P4,0
sub-10,52,P5,0
sub-10,52,P6,0
sub-10,52,P7,0
sub-10,53,P1,2
sub-10,53,P2,2
sub-10,53,P3,2
sub-10,53,P4,2
sub-10,53,P5,0
sub-10,53,P6,0
sub-10,53,P7,2
sub-10,54,P1,0
sub-10,54,P2,0
sub-10,54,P3,2
sub-10,54,P4,0
sub-10,54,P5,1
sub-10,55,P1,0
sub-10,55,P2,0
sub-10,55,P3,0
sub-10,55,P4,1
sub-10,55,P5,1
sub-10,55,P6,2
sub-10,55,P7,2
sub-10,55,P8,0
sub-10,56,P1,0
sub-10,56,P2,0
sub-10,56,P3,2
sub-10,56,P4,2
sub-10,56,P5,2
sub-10,56,P6,0
sub-10,56,P7,0
sub-10,56,P8,0
sub-10,57,P1,2
sub-10,57,P2,0
sub-10,57,P3,0
sub-10,57,P4,1
sub-10,57,P5,0
sub-10,58,P1,0
sub-10,58,P2,0
sub-10,58,P3,0
sub-10,58,P4,0
sub-10,58,P5,2
sub-10,58,P6,2
sub-10,59,P1,2
sub-10,59,P2,0
sub-10,59,P3,2
sub-10,59,P4,2
sub-10,59,P5,0
sub-10,59,P6,0
sub-10,59,P7,2
sub-10,60,P1,0
sub-10,60,P2,0
sub-10,60,P3,0
sub-10,60,P4,0
sub-10,60,P5,0
sub-10,60,P6,0
sub-10,61,P1,2
sub-10,61,P2,0
sub-10,61,P3,0
sub-10,61,P4,0
sub-10,61,P5,0
sub-10,61,P6,2
sub-10,61,P7,2
sub-10,62,P1,0
sub-10,62,P2,2
sub-10,62,P3,2
sub-10,62,P4,2
sub-10,62,P5,0
sub-10,63,P1,0
sub-10,63,P2,0
sub-10,63,P3,0
sub-10,63,P4,0
sub-10,63,P5,0
sub-10,63,P6,0
sub-10,63,P7,0
sub-10,64,P1,0
sub-10,64,P2,0
sub-10,64,P3,0
sub-10,64,P4,2
sub-10,64,P5,2
sub-10,64,P6,0
sub-10,64,P7,2
sub-10,65,P1,0
sub-10,65,P2,2
sub-10,65,P3,0
sub-10,65,P4,2
sub-10,65,P5,1
sub-10,65,P6,0
sub-10,66,P1,0
sub-10,66,P2,2
sub-10,66,P3,2
sub-10,66,P4,0
sub-10,66,P5,0
sub-10,66,P6,0
sub-10,66,P7,1
sub-10,67,P1,2
sub-10,67,P2,0
sub-10,67,P3,0
sub-10,67,P4,2
sub-10,67,P5,2
sub-10,67,P6,0
sub-10,67,P7,0
sub-10,67,P8,0
sub-10,68,P1,0
sub-10,68,P2,0
sub-10,68,P3,2
sub-10,68,P4,0
sub-10,68,P5,2
sub-10,68,P6,2
sub-10,68,P7,0
