participant_id,event_number,central_id,score
sub-13,1,C1,0
sub-13,1,C2,0
sub-13,1,C3,2
sub-13,1,C4,0
sub-13,1,C5,0
sub-13,1,C6,0
sub-13,1,C7,0
sub-13,1,C8,0
sub-13,1,C9,0
sub-13,2,C1,0
sub-13,2,C2,1
sub-13,2,C3,2
sub-13,2,C4,2
sub-13,2,C5,0
sub-13,2,C6,2
sub-13,2,C7,1
sub-13,3,C1,1
sub-13,3,C2,0
sub-13,3,C3,0
sub-13,3,C4,1
sub-13,3,C5,2
sub-13,4,C1,0
sub-13,4,C2,0
sub-13,4,C3,0
sub-13,4,C4,1
sub-13,4,C5,0
sub-13,4,C6,1
sub-13,4,C7,0
sub-13,4,C8,0
sub-13,5,C1,0
sub-13,5,C2,2
sub-13,5,C3,1
sub-13,5,C4,0
sub-13,5,C5,0
sub-13,5,C6,2
sub-13,5,C7,1
sub-13,6,C1,0
sub-13,6,C2,1
sub-13,6,C3,2
sub-13,6,C4,1
sub-13,6,C5,0
sub-13,6,C6,2
sub-13,6,C7,2
sub-13,7,C1,2
sub-13,7,C2,0
sub-13,7,C3,1
sub-13,7,C4,0
sub-13,7,C5,0
sub-13,7,C6,0
sub-13,8,C1,0
sub-13,8,C2,0
sub-13,8,C3,0
sub-13,8,C4,2
sub-13,8,C5,2
sub-13,8,C6,0
sub-13,9,C1,1
sub-13,9,C2,2
sub-13,9,C3,1
sub-13,9,C4,2
sub-13,9,C5,2
sub-13,10,C1,0
sub-13,10,C2,1
sub-13,10,C3,0
sub-13,10,C4,0
sub-13,10,C5,1
sub-13,10,C6,0
sub-13,10,C7,0
sub-13,11,C1,2
sub-13,11,C2,0
sub-13,11,C3,2
sub-13,11,C4,0
sub-13,11,C5,0
sub-13,11,C6,0
sub-13,11,C7,0
sub-13,12,C1,2
sub-13,12,C2,0
sub-13,12,C3,0
sub-13,12,C4,0
sub-13,12,C5,0
sub-13,12,C6,0
sub-13,12,C7,0
sub-13,13,C1,0
sub-13,13,C2,0
sub-13,13,C3,0
sub-13,13,C4,0
sub-13,13,C5,0
sub-13,13,C6,2
sub-13,13,C7,0
sub-13,13,C8,0
sub-13,14,C1,2
sub-13,14,C2,0
sub-13,14,C3,0
sub-13,14,C4,0
sub-13,15,C1,2
sub-13,15,C2,2
sub-13,15,C3,2
sub-13,15,C4,2
sub-13,15,C5,2
sub-13,15,C6,2
sub-13,15,C7,2
sub-13,15,C8,0
sub-13,16,C1,2
sub-13,16,C2,0
sub-13,16,C3,0
sub-13,16,C4,0
sub-13,16,C5,0
sub-13,17,C1,0
sub-13,17,C2,2
sub-13,17,C3,2
sub-13,17,C4,2
sub-13,17,C5,2
sub-13,17,C6,0
sub-13,17,C7,1
sub-13,18,C1,2
sub-13,18,C2,2
sub-13,18,C3,0
sub-13,18,C4,0
sub-13,18,C5,2
sub-13,19,C1,0
sub-13,19,C2,2
sub-13,19,C3,0
sub-13,19,C4,0
sub-13,19,C5,2
sub-13,19,C6,0
sub-13,20,C1,2
sub-13,20,C2,0
sub-13,20,C3,0
sub-13,20,C4,2
sub-13,20,C5,1
sub-13,20,C6,1
sub-13,20,C7,2
sub-13,21,C1,0
sub-13,21,C2,1
sub-13,21,C3,2
sub-13,21,C4,0
sub-13,21,C5,2
sub-13,21,C6,2
sub-13,21,C7,2
sub-13,22,C1,2
sub-13,22,C2,2
sub-13,22,C3,2
sub-13,22,C4,2
sub-13,22,C5,0
sub-13,22,C6,0
sub-13,22,C7,1
sub-13,23,C1,2
sub-13,23,C2,2
sub-13,23,C3,2
sub-13,23,C4,2
sub-13,23,C5,0
sub-13,23,C6,2
sub-13,23,C7,0
sub-13,24,C1,0
sub-13,24,C2,0
sub-13,24,C3,2
sub-13,24,C4,1
sub-13,24,C5,0
sub-13,24,C6,2
sub-13,25,C1,1
sub-13,25,C2,2
sub-13,25,C3,0
sub-13,25,C4,0
sub-13,25,C5,0
sub-13,26,C1,1
sub-13,26,C2,1
sub-13,26,C3,1
sub-13,26,C4,0
sub-13,26,C5,0
sub-13,26,C6,2
sub-13,27,C1,2
sub-13,27,C2,2
sub-13,27,C3,1
sub-13,27,C4,0
sub-13,27,C5,0
sub-13,27,C6,1
sub-13,27,C7,0
sub-13,27,C8,1
sub-13,27,C9,2
sub-13,27,C10,2
sub-13,28,C1,0
sub-13,28,C2,0
sub-13,28,C3,0
sub-13,28,C4,0
sub-13,28,C5,0
sub-13,28,C6,0
sub-13,28,C7,2
sub-13,28,C8,1
sub-13,28,C9,0
sub-13,30,C1,0
sub-13,30,C2,0
sub-13,30,C3,1
sub-13,30,C4,0
sub-13,30,C5,1
sub-13,30,C6,2
sub-13,30,C7,1
sub-13,30,C8,2
sub-13,30,C9,2
sub-13,30,C10,1
sub-13,32,C1,1
sub-13,32,C2,0
sub-13,32,C3,2
sub-13,32,C4,0
sub-13,32,C5,1
sub-13,32,C6,2
sub-13,33,C1,2
sub-13,33,C2,2
sub-13,33,C3,2
sub-13,33,C4,1
sub-13,33,C5,2
sub-13,33,C6,2
sub-13,33,C7,2
sub-13,34,C1,2
sub-13,34,C2,1
sub-13,34,C3,1
sub-13,34,C4,2
sub-13,34,C5,1
sub-13,34,C6,0
sub-13,35,C1,0
sub-13,35,C2,1
sub-13,35,C3,0
sub-13,35,C4,0
sub-13,35,C5,0
sub-13,35,C6,1
sub-13,36,C1,1
sub-13,36,C2,0
sub-13,36,C3,1
sub-13,36,C4,0
sub-13,36,C5,2
sub-13,36,C6,2
