participant_id,event_number,central_id,score
sub-17,1,C1,0
sub-17,1,C2,0
sub-17,1,C3,2
sub-17,1,C4,1
sub-17,1,C5,0
sub-17,1,C6,0
sub-17,1,C7,0
sub-17,1,C8,0
sub-17,1,C9,0
sub-17,3,C1,0
sub-17,3,C2,0
sub-17,3,C3,0
sub-17,3,C4,0
sub-17,3,C5,1
sub-17,4,C1,0
sub-17,4,C2,0
sub-17,4,C3,0
sub-17,4,C4,0
sub-17,4,C5,2
sub-17,4,C6,0
sub-17,4,C7,0
sub-17,4,C8,0
sub-17,5,C1,1
sub-17,5,C2,1
sub-17,5,C3,0
sub-17,5,C4,0
sub-17,5,C5,0
sub-17,5,C6,2
sub-17,5,C7,2
sub-17,6,C1,0
sub-17,6,C2,2
sub-17,6,C3,2
sub-17,6,C4,0
sub-17,6,C5,0
sub-17,6,C6,0
sub-17,6,C7,0
sub-17,7,C1,0
sub-17,7,C2,0
sub-17,7,C3,2
sub-17,7,C4,0
sub-17,7,C5,0
sub-17,7,C6,0
sub-17,8,C1,0
sub-17,8,C2,0
sub-17,8,C3,0
sub-17,8,C4,0
sub-17,8,C5,1
sub-17,8,C6,2
sub-17,9,C1,2
sub-17,9,C2,2
sub-17,9,C3,1
sub-17,9,C4,2
sub-17,9,C5,2
sub-17,10,C1,0
sub-17,10,C2,2
sub-17,10,C3,0
sub-17,10,C4,2
sub-17,10,C5,1
sub-17,10,C6,0
sub-17,10,C7,0
sub-17,11,C1,1
sub-17,11,C2,0
sub-17,11,C3,0
sub-17,11,C4,0
sub-17,11,C5,0
sub-17,11,C6,0
sub-17,11,C7,0
sub-17,12,C1,2
sub-17,12,C2,0
sub-17,12,C3,0
sub-17,12,C4,0
sub-17,12,C5,2
sub-17,12,C6,0
sub-17,12,C7,1
sub-17,13,C1,2
sub-17,13,C2,0
sub-17,13,C3,0
sub-17,13,C4,2
sub-17,13,C5,1
sub-17,13,C6,0
sub-17,13,C7,0
sub-17,13,C8,0
sub-17,14,C1,1
sub-17,14,C2,2
sub-17,14,C3,2
sub-17,14,C4,0
sub-17,15,C1,2
sub-17,15,C2,0
sub-17,15,C3,0
sub-17,15,C4,0
sub-17,15,C5,2
sub-17,15,C6,2
sub-17,15,C7,2
sub-17,15,C8,0
sub-17,16,C1,0
sub-17,16,C2,0
sub-17,16,C3,2
sub-17,16,C4,0
sub-17,16,C5,0
sub-17,17,C1,0
sub-17,17,C2,0
sub-17,17,C3,2
sub-17,17,C4,2
sub-17,17,C5,2
sub-17,17,C6,0
sub-17,17,C7,1
sub-17,18,C1,1
sub-17,18,C2,2
sub-17,18,C3,0
sub-17,18,C4,0
sub-17,18,C5,2
sub-17,19,C1,2
sub-17,19,C2,2
sub-17,19,C3,2
sub-17,19,C4,0
sub-17,19,C5,0
sub-17,19,C6,0
sub-17,20,C1,2
sub-17,20,C2,0
sub-17,20,C3,1
sub-17,20,C4,2
sub-17,20,C5,0
sub-17,20,C6,1
sub-17,20,C7,2
sub-17,21,C1,0
sub-17,21,C2,0
sub-17,21,C3,0
sub-17,21,C4,0
sub-17,21,C5,2
sub-17,21,C6,2
sub-17,21,C7,1
sub-17,22,C1,2
sub-17,22,C2,2
sub-17,22,C3,1
sub-17,22,C4,2
sub-17,22,C5,2
sub-17,22,C6,1
sub-17,22,C7,0
sub-17,23,C1,2
sub-17,23,C2,0
sub-17,23,C3,0
sub-17,23,C4,0
sub-17,23,C5,0
sub-17,23,C6,1
sub-17,23,C7,0
sub-17,24,C1,0
sub-17,24,C2,0
sub-17,24,C3,0
sub-17,24,C4,2
sub-17,24,C5,0
sub-17,24,C6,0
sub-17,29,C1,0
sub-17,29,C2,0
sub-17,29,C3,0
sub-17,29,C4,1
sub-17,30,C1,0
sub-17,30,C2,0
sub-17,30,C3,1
sub-17,30,C4,1
sub-17,30,C5,2
sub-17,30,C6,2
sub-17,30,C7,2
sub-17,30,C8,2
sub-17,30,C9,2
sub-17,30,C10,1
sub-17,32,C1,2
sub-17,32,C2,1
sub-17,32,C3,1
sub-17,32,C4,0
sub-17,32,C5,2
sub-17,32,C6,2
sub-17,33,C1,0
sub-17,33,C2,2
sub-17,33,C3,2
sub-17,33,C4,0
sub-17,33,C5,1
sub-17,33,C6,2
sub-17,33,C7,2
sub-17,34,C1,0
sub-17,34,C2,0
sub-17,34,C3,2
sub-17,34,C4,2
sub-17,34,C5,2
sub-17,34,C6,0
sub-17,35,C1,0
sub-17,35,C2,2
sub-17,35,C3,0
sub-17,35,C4,0
sub-17,35,C5,2
sub-17,35,C6,0
sub-17,36,C1,1
sub-17,36,C2,0
sub-17,36,C3,0
sub-17,36,C4,0
sub-17,36,C5,0
sub-17,36,C6,2
sub-17,37,C1,0
sub-17,37,C2,1
sub-17,37,C3,1
sub-17,37,C4,0
sub-17,37,C5,2
sub-17,37,C6,0
sub-17,37,C7,0
sub-17,38,C1,0
sub-17,38,C2,2
sub-17,38,C3,1
sub-17,38,C4,2
sub-17,38,C5,0
sub-17,38,C6,1
sub-17,38,C7,2
sub-17,38,C8,1
sub-17,40,C1,0
sub-17,40,C2,0
sub-17,40,C3,2
sub-17,40,C4,1
sub-17,40,C5,2
sub-17,41,C1,0
sub-17,41,C2,2
