participant_id,event_number,central_id,score
sub-09,1,C1,0
sub-09,1,C2,0
sub-09,1,C3,1
sub-09,1,C4,1
sub-09,1,C5,1
sub-09,1,C6,0
sub-09,1,C7,1
sub-09,1,C8,0
sub-09,1,C9,0
sub-09,3,C1,0
sub-09,3,C2,0
sub-09,3,C3,0
sub-09,3,C4,1
sub-09,3,C5,1
sub-09,4,C1,0
sub-09,4,C2,0
sub-09,4,C3,0
sub-09,4,C4,0
sub-09,4,C5,1
sub-09,4,C6,0
sub-09,4,C7,0
sub-09,4,C8,0
sub-09,5,C1,0
sub-09,5,C2,0
sub-09,5,C3,0
sub-09,5,C4,0
sub-09,5,C5,0
sub-09,5,C6,1
sub-09,5,C7,2
sub-09,6,C1,0
sub-09,6,C2,2
sub-09,6,C3,2
sub-09,6,C4,0
sub-09,6,C5,0
sub-09,6,C6,2
sub-09,6,C7,2
sub-09,7,C1,0
sub-09,7,C2,0
sub-09,7,C3,1
sub-09,7,C4,2
sub-09,7,C5,0
sub-09,7,C6,0
sub-09,8,C1,1
sub-09,8,C2,0
sub-09,8,C3,0
sub-09,8,C4,0
sub-09,8,C5,1
sub-09,8,C6,0
sub-09,9,C1,2
sub-09,9,C2,1
sub-09,9,C3,1
sub-09,9,C4,2
sub-09,9,C5,1
sub-09,10,C1,0
sub-09,10,C2,2
sub-09,10,C3,0
sub-09,10,C4,1
sub-09,10,C5,0
sub-09,10,C6,0
sub-09,10,C7,0
sub-09,11,C1,1
sub-09,11,C2,1
sub-09,11,C3,2
sub-09,11,C4,0
sub-09,11,C5,0
sub-09,11,C6,0
sub-09,11,C7,0
sub-09,12,C1,2
sub-09,12,C2,0
sub-09,12,C3,2
sub-09,12,C4,1
sub-09,12,C5,0
sub-09,12,C6,0
sub-09,12,C7,0
sub-09,13,C1,2
sub-09,13,C2,0
sub-09,13,C3,0
sub-09,13,C4,0
sub-09,13,C5,0
sub-09,13,C6,0
sub-09,13,C7,1
sub-09,13,C8,0
sub-09,14,C1,1
sub-09,14,C2,0
sub-09,14,C3,2
sub-09,14,C4,0
sub-09,15,C1,0
sub-09,15,C2,1
sub-09,15,C3,2
sub-09,15,C4,0
sub-09,15,C5,0
sub-09,15,C6,0
sub-09,15,C7,0
sub-09,15,C8,0
sub-09,16,C1,2
sub-09,16,C2,2
sub-09,16,C3,1
sub-09,16,C4,0
sub-09,16,C5,0
sub-09,17,C1,0
sub-09,17,C2,1
sub-09,17,C3,2
sub-09,17,C4,2
sub-09,17,C5,2
sub-09,17,C6,0
sub-09,17,C7,0
sub-09,18,C1,1
sub-09,18,C2,2
sub-09,18,C3,2
sub-09,18,C4,0
sub-09,18,C5,0
sub-09,19,C1,2
sub-09,19,C2,2
sub-09,19,C3,0
sub-09,19,C4,0
sub-09,19,C5,0
sub-09,19,C6,0
sub-09,20,C1,2
sub-09,20,C2,0
sub-09,20,C3,0
sub-09,20,C4,2
sub-09,20,C5,2
sub-09,20,C6,1
sub-09,20,C7,2
sub-09,21,C1,2
sub-09,21,C2,1
sub-09,21,C3,0
sub-09,21,C4,0
sub-09,21,C5,2
sub-09,21,C6,2
sub-09,21,C7,0
sub-09,22,C1,2
sub-09,22,C2,2
sub-09,22,C3,2
sub-09,22,C4,2
sub-09,22,C5,1
sub-09,22,C6,2
sub-09,22,C7,0
sub-09,23,C1,2
sub-09,23,C2,2
sub-09,23,C3,0
sub-09,23,C4,0
sub-09,23,C5,0
