participant_id,event_number,peripheral_id,score
sub-14,2,P1,0
sub-14,2,P2,0
sub-14,2,P3,0
sub-14,2,P4,0
sub-14,2,P5,0
sub-14,2,P6,0
sub-14,2,P7,0
sub-14,2,P8,0
sub-14,2,P9,0
sub-14,2,P10,0
sub-14,2,P11,1
sub-14,2,P12,0
sub-14,3,P1,2
sub-14,3,P2,2
sub-14,3,P3,0
sub-14,3,P4,0
sub-14,3,P5,0
sub-14,4,P1,0
sub-14,4,P2,0
sub-14,4,P3,0
sub-14,4,P4,0
sub-14,4,P5,0
sub-14,4,P6,0
sub-14,4,P7,0
sub-14,4,P8,0
sub-14,5,P1,0
sub-14,5,P2,0
sub-14,5,P3,0
sub-14,5,P4,0
sub-14,5,P5,0
sub-14,5,P6,0
sub-14,7,P1,0
sub-14,7,P2,0
sub-14,7,P3,0
sub-14,7,P4,0
sub-14,7,P5,0
sub-14,7,P6,0
sub-14,8,P1,0
sub-14,8,P2,0
sub-14,8,P3,0
sub-14,8,P4,0
sub-14,8,P5,0
sub-14,10,P1,0
sub-14,10,P2,0
sub-14,10,P3,0
sub-14,10,P4,0
sub-14,10,P5,1
sub-14,11,P1,1
sub-14,11,P2,0
sub-14,11,P3,0
sub-14,11,P4,0
sub-14,11,P5,1
sub-14,12,P1,0
sub-14,12,P2,1
sub-14,12,P3,1
sub-14,12,P4,0
sub-14,12,P5,1
sub-14,12,P6,0
sub-14,13,P1,0
sub-14,13,P2,0
sub-14,13,P3,0
sub-14,13,P4,2
sub-14,13,P5,0
sub-14,13,P6,0
sub-14,13,P7,0
sub-14,13,P8,0
sub-14,14,P1,1
sub-14,14,P2,0
sub-14,14,P3,0
sub-14,14,P4,0
sub-14,14,P5,0
sub-14,14,P6,0
sub-14,14,P7,0
sub-14,15,P1,0
sub-14,15,P2,0
sub-14,15,P3,0
sub-14,15,P4,0
sub-14,15,P5,2
sub-14,15,P6,0
sub-14,15,P7,0
sub-14,15,P8,2
sub-14,15,P9,0
sub-14,15,P10,0
sub-14,15,P11,0
sub-14,16,P1,0
sub-14,16,P2,0
sub-14,16,P3,0
sub-14,16,P4,0
sub-14,16,P5,0
sub-14,16,P6,0
sub-14,16,P7,0
sub-14,16,P8,0
sub-14,19,P1,0
sub-14,19,P2,0
sub-14,19,P3,0
sub-14,19,P4,0
sub-14,19,P5,0
sub-14,19,P6,0
sub-14,19,P7,0
sub-14,19,P8,0
sub-14,19,P9,2
sub-14,19,P10,2
sub-14,19,P11,0
sub-14,19,P12,0
sub-14,19,P13,0
sub-14,21,P1,0
sub-14,21,P2,0
sub-14,21,P3,0
sub-14,21,P4,0
sub-14,21,P5,0
sub-14,21,P6,0
sub-14,22,P1,0
sub-14,22,P2,0
sub-14,22,P3,0
sub-14,22,P4,0
sub-14,22,P5,0
sub-14,22,P6,0
sub-14,22,P7,0
sub-14,24,P1,0
sub-14,24,P2,0
sub-14,24,P3,0
sub-14,24,P4,0
sub-14,24,P5,0
sub-14,24,P6,0
sub-14,24,P7,0
sub-14,25,P1,0
sub-14,25,P2,0
sub-14,25,P3,0
sub-14,25,P4,0
sub-14,25,P5,0
sub-14,25,P6,2
sub-14,25,P7,0
sub-14,25,P8,0
sub-14,25,P9,0
sub-14,26,P1,0
sub-14,26,P2,0
sub-14,26,P3,0
sub-14,26,P4,0
sub-14,26,P5,0
sub-14,26,P6,0
sub-14,30,P1,0
sub-14,30,P2,0
sub-14,30,P3,0
sub-14,30,P4,2
sub-14,30,P5,0
sub-14,30,P6,0
sub-14,30,P7,0
sub-14,30,P8,0
sub-14,31,P1,0
sub-14,31,P2,0
sub-14,31,P3,0
sub-14,31,P4,0
sub-14,31,P5,0
sub-14,31,P6,0
sub-14,31,P7,0
sub-14,33,P1,0
sub-14,33,P2,0
sub-14,33,P3,0
sub-14,33,P4,0
sub-14,33,P5,0
sub-14,33,P6,0
sub-14,33,P7,0
sub-14,33,P8,1
sub-14,33,P9,0
sub-14,34,P1,0
sub-14,34,P2,0
sub-14,34,P3,0
sub-14,34,P4,0
sub-14,34,P5,0
sub-14,34,P6,0
sub-14,34,P7,0
sub-14,35,P1,0
sub-14,35,P2,0
sub-14,35,P3,0
sub-14,35,P4,0
sub-14,35,P5,0
sub-14,35,P6,0
sub-14,35,P7,0
sub-14,35,P8,0
sub-14,35,P9,0
sub-14,36,P1,2
sub-14,36,P2,0
sub-14,36,P3,0
sub-14,36,P4,0
sub-14,36,P5,2
sub-14,36,P6,0
sub-14,36,P7,0
sub-14,36,P8,0
sub-14,36,P9,0
sub-14,36,P10,0
sub-14,37,P1,0
sub-14,37,P2,0
sub-14,37,P3,1
sub-14,37,P4,0
sub-14,37,P5,2
sub-14,37,P6,0
sub-14,37,P7,0
sub-14,37,P8,0
sub-14,38,P1,0
sub-14,38,P2,0
sub-14,38,P3,0
sub-14,38,P4,0
sub-14,38,P5,0
sub-14,38,P6,0
sub-14,38,P7,0
sub-14,38,P8,0
sub-14,38,P9,0
sub-14,38,P10,2
sub-14,39,P1,0
sub-14,39,P2,0
sub-14,39,P3,0
sub-14,39,P4,0
sub-14,39,P5,0
sub-14,39,P6,0
sub-14,39,P7,2
sub-14,39,P8,0
sub-14,39,P9,0
sub-14,40,P1,0
sub-14,40,P2,0
sub-14,40,P3,0
sub-14,40,P4,0
sub-14,40,P5,0
sub-14,40,P6,0
sub-14,40,P7,0
sub-14,40,P8,0
sub-14,40,P9,0
sub-14,40,P10,0
sub-14,40,P11,0
sub-14,40,P12,0
sub-14,42,P1,0
sub-14,42,P2,0
sub-14,42,P3,0
sub-14,42,P4,0
sub-14,42,P5,0
sub-14,43,P1,0
sub-14,43,P2,1
sub-14,43,P3,0
sub-14,43,P4,0
sub-14,43,P5,0
sub-14,43,P6,0
sub-14,43,P7,0
sub-14,43,P8,0
sub-14,44,P1,1
sub-14,44,P2,0
sub-14,44,P3,0
sub-14,44,P4,0
sub-14,44,P5,0
sub-14,44,P6,0
sub-14,44,P7,0
sub-14,44,P8,0
sub-14,45,P1,0
sub-14,45,P2,0
sub-14,45,P3,0
sub-14,45,P4,0
sub-14,45,P5,0
sub-14,45,P6,0
sub-14,45,P7,0
sub-14,46,P1,0
sub-14,46,P2,0
sub-14,46,P3,2
sub-14,46,P4,0
sub-14,46,P5,0
sub-14,46,P6,0
sub-14,46,P7,0
sub-14,46,P8,0
sub-14,46,P9,0
sub-14,47,P1,0
sub-14,47,P2,0
sub-14,47,P3,0
sub-14,47,P4,0
sub-14,47,P5,0
sub-14,47,P6,1
sub-14,47,P7,0
sub-14,47,P8,0
sub-14,48,P1,0
sub-14,48,P2,0
sub-14,48,P3,0
sub-14,48,P4,0
sub-14,48,P5,0
sub-14,48,P6,0
sub-14,48,P7,0
sub-14,48,P8,0
sub-14,48,P9,0
sub-14,48,P10,0
sub-14,49,P1,0
sub-14,49,P2,0
sub-14,49,P3,0
sub-14,49,P4,0
sub-14,49,P5,0
sub-14,49,P6,0
sub-14,49,P7,1
sub-14,50,P1,0
sub-14,50,P2,0
sub-14,50,P3,0
sub-14,50,P4,0
sub-14,50,P5,0
sub-14,50,P6,0
sub-14,50,P7,0
sub-14,50,P8,0
