participant_id,event_number,peripheral_id,score
sub-08,2.0,P1,0
sub-08,2.0,P2,0
sub-08,2.0,P3,0
sub-08,2.0,P4,0
sub-08,2.0,P5,1
sub-08,2.0,P6,0
sub-08,2.0,P7,0
sub-08,2.0,P8,0
sub-08,2.0,P9,0
sub-08,2.0,P10,0
sub-08,2.0,P11,0
sub-08,2.0,P12,0
sub-08,3.0,P1,0
sub-08,3.0,P2,0
sub-08,3.0,P3,0
sub-08,3.0,P4,0
sub-08,3.0,P5,0
sub-08,5.0,P1,0
sub-08,5.0,P2,0
sub-08,5.0,P3,0
sub-08,5.0,P4,0
sub-08,5.0,P5,0
sub-08,5.0,P6,0
sub-08,7.0,P1,0
sub-08,7.0,P2,0
sub-08,7.0,P3,0
sub-08,7.0,P4,0
sub-08,7.0,P5,0
sub-08,7.0,P6,0
sub-08,9.0,P1,0
sub-08,9.0,P2,0
sub-08,9.0,P3,0
sub-08,9.0,P4,0
sub-08,9.0,P5,0
sub-08,11.0,P1,0
sub-08,11.0,P2,0
sub-08,11.0,P3,0
sub-08,11.0,P4,0
sub-08,11.0,P5,0
sub-08,12.0,P1,0
sub-08,12.0,P2,0
sub-08,12.0,P3,0
sub-08,12.0,P4,0
sub-08,12.0,P5,0
sub-08,12.0,P6,0
sub-08,13.0,P1,0
sub-08,13.0,P2,0
sub-08,13.0,P3,0
sub-08,13.0,P4,2
sub-08,13.0,P5,0
sub-08,13.0,P6,0
sub-08,13.0,P7,0
sub-08,13.0,P8,0
sub-08,14.0,P1,0
sub-08,14.0,P2,0
sub-08,14.0,P3,0
sub-08,14.0,P4,1
sub-08,14.0,P5,0
sub-08,14.0,P6,0
sub-08,14.0,P7,0
sub-08,16.0,P1,0
sub-08,16.0,P2,0
sub-08,16.0,P3,0
sub-08,16.0,P4,1
sub-08,16.0,P5,0
sub-08,16.0,P6,0
sub-08,16.0,P7,0
sub-08,16.0,P8,1
sub-08,19.0,P1,0
sub-08,19.0,P2,0
sub-08,19.0,P3,0
sub-08,19.0,P4,0
sub-08,19.0,P5,0
sub-08,19.0,P6,0
sub-08,19.0,P7,0
sub-08,19.0,P8,0
sub-08,19.0,P9,2
sub-08,19.0,P10,2
sub-08,19.0,P11,0
sub-08,19.0,P12,0
sub-08,19.0,P13,0
sub-08,21.0,P1,0
sub-08,21.0,P2,0
sub-08,21.0,P3,0
sub-08,21.0,P4,0
sub-08,21.0,P5,0
sub-08,21.0,P6,0
sub-08,22.0,P1,0
sub-08,22.0,P2,0
sub-08,22.0,P3,0
sub-08,22.0,P4,0
sub-08,22.0,P5,0
sub-08,22.0,P6,0
sub-08,22.0,P7,1
sub-08,23.0,P1,0
sub-08,23.0,P2,0
sub-08,23.0,P3,0
sub-08,23.0,P4,0
sub-08,23.0,P5,1
sub-08,23.0,P6,0
sub-08,23.0,P7,0
sub-08,24.0,P1,0
sub-08,24.0,P2,0
sub-08,24.0,P3,0
sub-08,24.0,P4,0
sub-08,24.0,P5,0
sub-08,24.0,P6,0
sub-08,24.0,P7,0
sub-08,25.0,P1,0
sub-08,25.0,P2,0
sub-08,25.0,P3,0
sub-08,25.0,P4,0
sub-08,25.0,P5,0
sub-08,25.0,P6,2
sub-08,25.0,P7,0
sub-08,25.0,P8,0
sub-08,25.0,P9,0
sub-08,26.0,P1,0
sub-08,26.0,P2,0
sub-08,26.0,P3,0
sub-08,26.0,P4,0
sub-08,26.0,P5,0
sub-08,26.0,P6,0
sub-08,27.0,P1,1
sub-08,27.0,P2,1
sub-08,27.0,P3,0
sub-08,27.0,P4,0
sub-08,27.0,P5,0
sub-08,27.0,P6,0
sub-08,27.0,P7,0
sub-08,27.0,P8,2
sub-08,27.0,P9,2
sub-08,27.0,P10,0
sub-08,29.0,P1,0
sub-08,29.0,P2,0
sub-08,29.0,P3,0
sub-08,29.0,P4,0
sub-08,29.0,P5,0
sub-08,29.0,P6,1
sub-08,29.0,P7,0
sub-08,29.0,P8,0
sub-08,30.0,P1,1
sub-08,30.0,P2,0
sub-08,30.0,P3,0
sub-08,30.0,P4,0
sub-08,30.0,P5,0
sub-08,30.0,P6,0
sub-08,30.0,P7,0
sub-08,30.0,P8,0
sub-08,31.0,P1,0
