participant_id,event_number,peripheral_id,score
sub-09,2,P1,0
sub-09,2,P2,0
sub-09,2,P3,0
sub-09,2,P4,0
sub-09,2,P5,0
sub-09,2,P6,0
sub-09,2,P7,0
sub-09,2,P8,0
sub-09,2,P9,0
sub-09,2,P10,0
sub-09,2,P11,1
sub-09,2,P12,0
sub-09,3,P1,0
sub-09,3,P2,0
sub-09,3,P3,0
sub-09,3,P4,0
sub-09,3,P5,0
sub-09,4,P1,0
sub-09,4,P2,0
sub-09,4,P3,0
sub-09,4,P4,0
sub-09,4,P5,0
sub-09,4,P6,0
sub-09,4,P7,0
sub-09,4,P8,0
sub-09,8,P1,0
sub-09,8,P2,0
sub-09,8,P3,0
sub-09,8,P4,0
sub-09,8,P5,0
sub-09,11,P1,0
sub-09,11,P2,0
sub-09,11,P3,0
sub-09,11,P4,0
sub-09,11,P5,0
sub-09,12,P1,0
sub-09,12,P2,0
sub-09,12,P3,0
sub-09,12,P4,0
sub-09,12,P5,0
sub-09,12,P6,0
sub-09,14,P1,2
sub-09,14,P2,0
sub-09,14,P3,0
sub-09,14,P4,0
sub-09,14,P5,0
sub-09,14,P6,0
sub-09,14,P7,0
sub-09,15,P1,0
sub-09,15,P2,0
sub-09,15,P3,0
sub-09,15,P4,0
sub-09,15,P5,1
sub-09,15,P6,0
sub-09,15,P7,0
sub-09,15,P8,1
sub-09,15,P9,0
sub-09,15,P10,0
sub-09,15,P11,0
sub-09,16,P1,0
sub-09,16,P2,0
sub-09,16,P3,0
sub-09,16,P4,0
sub-09,16,P5,0
sub-09,16,P6,0
sub-09,16,P7,0
sub-09,16,P8,1
sub-09,19,P1,0
sub-09,19,P2,0
sub-09,19,P3,0
sub-09,19,P4,0
sub-09,19,P5,0
sub-09,19,P6,0
sub-09,19,P7,0
sub-09,19,P8,0
sub-09,19,P9,0
sub-09,19,P10,2
sub-09,19,P11,0
sub-09,19,P12,0
sub-09,19,P13,0
sub-09,22,P1,0
sub-09,22,P2,0
sub-09,22,P3,0
sub-09,22,P4,0
sub-09,22,P5,0
sub-09,22,P6,0
sub-09,22,P7,0
sub-09,24,P1,0
sub-09,24,P2,0
sub-09,24,P3,0
sub-09,24,P4,0
sub-09,24,P5,0
sub-09,24,P6,0
sub-09,24,P7,0
sub-09,27,P1,0
sub-09,27,P2,0
sub-09,27,P3,0
sub-09,27,P4,0
sub-09,27,P5,0
sub-09,27,P6,0
sub-09,27,P7,0
sub-09,27,P8,2
sub-09,27,P9,2
sub-09,27,P10,0
sub-09,29,P1,0
sub-09,29,P2,0
sub-09,29,P3,0
sub-09,29,P4,0
sub-09,29,P5,0
sub-09,29,P6,0
sub-09,29,P7,0
sub-09,29,P8,0
sub-09,31,P1,0
sub-09,31,P2,0
sub-09,31,P3,0
sub-09,31,P4,0
sub-09,31,P5,0
sub-09,31,P6,0
sub-09,31,P7,0
sub-09,32,P1,0
sub-09,32,P2,0
sub-09,32,P3,0
sub-09,32,P4,0
sub-09,32,P5,0
sub-09,32,P6,0
sub-09,32,P7,0
sub-09,32,P8,0
sub-09,34,P1,0
sub-09,34,P2,0
sub-09,34,P3,0
sub-09,34,P4,0
sub-09,34,P5,0
sub-09,34,P6,0
sub-09,34,P7,0
sub-09,35,P1,0
sub-09,35,P2,1
sub-09,35,P3,0
sub-09,35,P4,0
sub-09,35,P5,0
sub-09,35,P6,0
sub-09,35,P7,0
sub-09,35,P8,0
sub-09,35,P9,0
sub-09,36,P1,0
sub-09,36,P2,0
sub-09,36,P3,0
sub-09,36,P4,0
sub-09,36,P5,0
sub-09,36,P6,0
sub-09,36,P7,0
sub-09,36,P8,2
sub-09,36,P9,0
sub-09,36,P10,0
sub-09,37,P1,0
sub-09,37,P2,0
sub-09,37,P3,0
sub-09,37,P4,0
sub-09,37,P5,0
sub-09,37,P6,0
sub-09,37,P7,0
sub-09,37,P8,0
sub-09,38,P1,0
sub-09,38,P2,0
sub-09,38,P3,0
sub-09,38,P4,0
sub-09,38,P5,0
sub-09,38,P6,0
sub-09,38,P7,0
sub-09,38,P8,0
sub-09,38,P9,0
sub-09,38,P10,2
sub-09,39,P1,0
sub-09,39,P2,0
sub-09,39,P3,0
sub-09,39,P4,0
sub-09,39,P5,0
sub-09,39,P6,0
sub-09,39,P7,0
sub-09,39,P8,0
sub-09,39,P9,0
sub-09,41,P1,0
sub-09,41,P2,0
sub-09,41,P3,0
sub-09,41,P4,0
sub-09,41,P5,0
sub-09,41,P6,0
sub-09,44,P1,0
sub-09,44,P2,0
sub-09,44,P3,0
sub-09,44,P4,0
sub-09,44,P5,0
sub-09,44,P6,0
sub-09,44,P7,0
sub-09,44,P8,0
sub-09,45,P1,0
sub-09,45,P2,0
sub-09,45,P3,0
sub-09,45,P4,0
sub-09,45,P5,0
sub-09,45,P6,0
sub-09,45,P7,0
sub-09,47,P1,0
sub-09,47,P2,0
sub-09,47,P3,0
sub-09,47,P4,0
sub-09,47,P5,0
sub-09,47,P6,0
sub-09,47,P7,0
sub-09,47,P8,0
sub-09,48,P1,0
sub-09,48,P2,0
sub-09,48,P3,0
sub-09,48,P4,0
sub-09,48,P5,0
sub-09,48,P6,0
sub-09,48,P7,0
sub-09,48,P8,0
sub-09,48,P9,0
sub-09,48,P10,0
sub-09,50,P1,0
sub-09,50,P2,0
sub-09,50,P3,0
sub-09,50,P4,0
sub-09,50,P5,0
sub-09,50,P6,0
sub-09,50,P7,0
sub-09,50,P8,0
