participant_id,event_number,peripheral_id,score
sub-03,2,P1,0
sub-03,2,P2,0
sub-03,2,P3,0
sub-03,2,P4,0
sub-03,2,P5,0
sub-03,2,P6,0
sub-03,2,P7,0
sub-03,2,P8,0
sub-03,2,P9,0
sub-03,2,P10,0
sub-03,2,P11,0
sub-03,2,P12,0
sub-03,3,P1,0
sub-03,3,P2,0
sub-03,3,P3,0
sub-03,3,P4,0
sub-03,3,P5,0
sub-03,4,P1,2
sub-03,4,P2,0
sub-03,4,P3,0
sub-03,4,P4,0
sub-03,4,P5,0
sub-03,4,P6,0
sub-03,4,P7,0
sub-03,4,P8,0
sub-03,5,P1,0
sub-03,5,P2,0
sub-03,5,P3,0
sub-03,5,P4,0
sub-03,5,P5,0
sub-03,5,P6,0
sub-03,8,P1,0
sub-03,8,P2,0
sub-03,8,P3,1
sub-03,8,P4,0
sub-03,8,P5,0
sub-03,9,P1,0
sub-03,9,P2,1
sub-03,9,P3,0
sub-03,9,P4,0
sub-03,9,P5,1
sub-03,10,P1,0
sub-03,10,P2,0
sub-03,10,P3,0
sub-03,10,P4,0
sub-03,10,P5,0
sub-03,11,P1,0
sub-03,11,P2,0
sub-03,11,P3,2
sub-03,11,P4,0
sub-03,11,P5,0
sub-03,13,P1,0
sub-03,13,P2,0
sub-03,13,P3,0
sub-03,13,P4,2
sub-03,13,P5,0
sub-03,13,P6,0
sub-03,13,P7,0
sub-03,13,P8,0
sub-03,14,P1,0
sub-03,14,P2,0
sub-03,14,P3,0
sub-03,14,P4,0
sub-03,14,P5,0
sub-03,14,P6,0
sub-03,14,P7,0
sub-03,16,P1,0
sub-03,16,P2,0
sub-03,16,P3,0
sub-03,16,P4,0
sub-03,16,P5,0
sub-03,16,P6,0
sub-03,16,P7,0
sub-03,16,P8,0
sub-03,19,P1,0
sub-03,19,P2,0
sub-03,19,P3,0
sub-03,19,P4,0
sub-03,19,P5,0
sub-03,19,P6,0
sub-03,19,P7,0
sub-03,19,P8,0
sub-03,19,P9,1
sub-03,19,P10,0
sub-03,19,P11,0
sub-03,19,P12,0
sub-03,19,P13,0
sub-03,22,P1,0
sub-03,22,P2,0
sub-03,22,P3,0
sub-03,22,P4,0
sub-03,22,P5,0
sub-03,22,P6,0
sub-03,22,P7,0
sub-03,24,P1,0
sub-03,24,P2,0
sub-03,24,P3,0
sub-03,24,P4,0
sub-03,24,P5,0
sub-03,24,P6,0
sub-03,24,P7,0
sub-03,29,P1,0
sub-03,29,P2,0
sub-03,29,P3,0
sub-03,29,P4,0
sub-03,29,P5,0
sub-03,29,P6,1
sub-03,29,P7,0
sub-03,29,P8,0
sub-03,30,P1,0
sub-03,30,P2,0
sub-03,30,P3,0
sub-03,30,P4,0
sub-03,30,P5,0
sub-03,30,P6,0
sub-03,30,P7,0
sub-03,30,P8,0
sub-03,33,P1,0
sub-03,33,P2,0
sub-03,33,P3,0
sub-03,33,P4,0
sub-03,33,P5,0
sub-03,33,P6,0
sub-03,33,P7,0
sub-03,33,P8,0
sub-03,33,P9,0
sub-03,34,P1,0
sub-03,34,P2,0
sub-03,34,P3,0
sub-03,34,P4,0
sub-03,34,P5,0
sub-03,34,P6,0
sub-03,34,P7,0
sub-03,35,P1,0
sub-03,35,P2,0
sub-03,35,P3,0
sub-03,35,P4,0
sub-03,35,P5,0
sub-03,35,P6,0
sub-03,35,P7,0
sub-03,35,P8,0
sub-03,35,P9,2
sub-03,36,P1,0
sub-03,36,P2,0
sub-03,36,P3,0
sub-03,36,P4,0
sub-03,36,P5,0
sub-03,36,P6,0
sub-03,36,P7,0
sub-03,36,P8,0
sub-03,36,P9,0
sub-03,36,P10,0
sub-03,37,P1,0
sub-03,37,P2,0
sub-03,37,P3,0
sub-03,37,P4,0
sub-03,37,P5,0
sub-03,37,P6,0
sub-03,37,P7,0
sub-03,37,P8,0
sub-03,38,P1,1
sub-03,38,P2,0
sub-03,38,P3,0
sub-03,38,P4,0
sub-03,38,P5,0
sub-03,38,P6,0
sub-03,38,P7,0
sub-03,38,P8,0
sub-03,38,P9,0
sub-03,38,P10,0
sub-03,40,P1,0
sub-03,40,P2,0
sub-03,40,P3,0
sub-03,40,P4,0
sub-03,40,P5,0
sub-03,40,P6,0
sub-03,40,P7,0
sub-03,40,P8,0
sub-03,40,P9,0
sub-03,40,P10,0
sub-03,40,P11,0
sub-03,40,P12,0
sub-03,41,P1,0
sub-03,41,P2,0
sub-03,41,P3,0
sub-03,41,P4,0
sub-03,41,P5,0
sub-03,41,P6,0
sub-03,42,P1,0
sub-03,42,P2,0
sub-03,42,P3,0
sub-03,42,P4,0
sub-03,42,P5,0
sub-03,43,P1,0
sub-03,43,P2,0
sub-03,43,P3,0
sub-03,43,P4,0
sub-03,43,P5,0
sub-03,43,P6,0
sub-03,43,P7,0
sub-03,43,P8,0
sub-03,44,P1,0
sub-03,44,P2,0
sub-03,44,P3,0
sub-03,44,P4,0
sub-03,44,P5,0
sub-03,44,P6,0
sub-03,44,P7,0
sub-03,44,P8,0
sub-03,45,P1,0
sub-03,45,P2,0
sub-03,45,P3,0
sub-03,45,P4,0
sub-03,45,P5,0
sub-03,45,P6,0
sub-03,45,P7,0
sub-03,46,P1,0
sub-03,46,P2,0
sub-03,46,P3,0
sub-03,46,P4,0
sub-03,46,P5,0
sub-03,46,P6,0
sub-03,46,P7,0
sub-03,46,P8,0
sub-03,46,P9,0
sub-03,47,P1,0
sub-03,47,P2,0
sub-03,47,P3,0
sub-03,47,P4,0
sub-03,47,P5,0
sub-03,47,P6,0
sub-03,47,P7,0
sub-03,47,P8,1
sub-03,48,P1,0
sub-03,48,P2,0
sub-03,48,P3,0
sub-03,48,P4,0
sub-03,48,P5,0
sub-03,48,P6,0
sub-03,48,P7,0
sub-03,48,P8,0
sub-03,48,P9,0
sub-03,48,P10,0
sub-03,49,P1,0
sub-03,49,P2,0
sub-03,49,P3,0
sub-03,49,P4,0
sub-03,49,P5,0
sub-03,49,P6,0
sub-03,49,P7,2
