participant_id,event_number,peripheral_id,score
sub-15,8,P1,0
sub-15,8,P2,0
sub-15,8,P3,0
sub-15,8,P4,0
sub-15,8,P5,0
sub-15,11,P1,0
sub-15,11,P2,0
sub-15,11,P3,0
sub-15,11,P4,0
sub-15,11,P5,0
sub-15,13,P1,0
sub-15,13,P2,0
sub-15,13,P3,0
sub-15,13,P4,1
sub-15,13,P5,0
sub-15,13,P6,0
sub-15,13,P7,0
sub-15,13,P8,0
sub-15,15,P1,0
sub-15,15,P2,0
sub-15,15,P3,0
sub-15,15,P4,0
sub-15,15,P5,2
sub-15,15,P6,0
sub-15,15,P7,0
sub-15,15,P8,2
sub-15,15,P9,0
sub-15,15,P10,0
sub-15,15,P11,0
sub-15,16,P1,0
sub-15,16,P2,0
sub-15,16,P3,0
sub-15,16,P4,0
sub-15,16,P5,0
sub-15,16,P6,0
sub-15,16,P7,0
sub-15,16,P8,0
sub-15,17,P1,0
sub-15,17,P2,0
sub-15,17,P3,0
sub-15,17,P4,0
sub-15,17,P5,0
sub-15,17,P6,0
sub-15,19,P1,0
sub-15,19,P2,0
sub-15,19,P3,0
sub-15,19,P4,0
sub-15,19,P5,0
sub-15,19,P6,0
sub-15,19,P7,0
sub-15,19,P8,0
sub-15,19,P9,1
sub-15,19,P10,2
sub-15,19,P11,0
sub-15,19,P12,0
sub-15,19,P13,0
sub-15,22,P1,0
sub-15,22,P2,0
sub-15,22,P3,0
sub-15,22,P4,0
sub-15,22,P5,0
sub-15,22,P6,0
sub-15,22,P7,0
sub-15,24,P1,0
sub-15,24,P2,1
sub-15,24,P3,0
sub-15,24,P4,0
sub-15,24,P5,0
sub-15,24,P6,0
sub-15,24,P7,0
sub-15,27,P1,0
sub-15,27,P2,0
sub-15,27,P3,0
sub-15,27,P4,0
sub-15,27,P5,0
sub-15,27,P6,1
sub-15,27,P7,0
sub-15,27,P8,1
sub-15,27,P9,0
sub-15,27,P10,2
sub-15,30,P1,0
sub-15,30,P2,0
sub-15,30,P3,0
sub-15,30,P4,0
sub-15,30,P5,0
sub-15,30,P6,0
sub-15,30,P7,0
sub-15,30,P8,0
sub-15,31,P1,0
sub-15,31,P2,0
sub-15,31,P3,0
sub-15,31,P4,0
sub-15,31,P5,0
sub-15,31,P6,0
sub-15,31,P7,0
sub-15,32,P1,2
sub-15,32,P2,0
sub-15,32,P3,0
sub-15,32,P4,0
sub-15,32,P5,0
sub-15,32,P6,1
sub-15,32,P7,0
sub-15,32,P8,0
sub-15,33,P1,0
sub-15,33,P2,0
sub-15,33,P3,0
sub-15,33,P4,0
sub-15,33,P5,0
sub-15,33,P6,0
sub-15,33,P7,0
sub-15,33,P8,0
sub-15,33,P9,0
sub-15,34,P1,0
sub-15,34,P2,0
sub-15,34,P3,0
sub-15,34,P4,0
sub-15,34,P5,0
sub-15,34,P6,0
sub-15,34,P7,0
sub-15,35,P1,0
sub-15,35,P2,0
sub-15,35,P3,0
sub-15,35,P4,0
sub-15,35,P5,0
sub-15,35,P6,0
sub-15,35,P7,0
sub-15,35,P8,0
sub-15,35,P9,1
sub-15,36,P1,0
sub-15,36,P2,0
sub-15,36,P3,0
sub-15,36,P4,0
sub-15,36,P5,0
sub-15,36,P6,0
sub-15,36,P7,0
sub-15,36,P8,0
sub-15,36,P9,0
sub-15,36,P10,0
sub-15,37,P1,0
sub-15,37,P2,0
sub-15,37,P3,0
sub-15,37,P4,0
sub-15,37,P5,0
sub-15,37,P6,0
sub-15,37,P7,0
sub-15,37,P8,0
sub-15,38,P1,0
sub-15,38,P2,0
sub-15,38,P3,0
sub-15,38,P4,0
sub-15,38,P5,0
sub-15,38,P6,0
sub-15,38,P7,0
sub-15,38,P8,0
sub-15,38,P9,0
sub-15,38,P10,2
sub-15,39,P1,0
sub-15,39,P2,0
sub-15,39,P3,0
sub-15,39,P4,0
sub-15,39,P5,0
sub-15,39,P6,0
sub-15,39,P7,2
sub-15,39,P8,0
sub-15,39,P9,0
sub-15,40,P1,0
sub-15,40,P2,0
sub-15,40,P3,0
sub-15,40,P4,0
sub-15,40,P5,0
sub-15,40,P6,0
sub-15,40,P7,0
sub-15,40,P8,0
sub-15,40,P9,0
sub-15,40,P10,0
sub-15,40,P11,0
sub-15,40,P12,0
sub-15,44,P1,2
sub-15,44,P2,0
sub-15,44,P3,0
sub-15,44,P4,0
sub-15,44,P5,0
sub-15,44,P6,0
sub-15,44,P7,2
sub-15,44,P8,0
sub-15,45,P1,0
sub-15,45,P2,0
sub-15,45,P3,1
sub-15,45,P4,0
sub-15,45,P5,0
sub-15,45,P6,0
sub-15,45,P7,0
sub-15,46,P1,0
sub-15,46,P2,0
sub-15,46,P3,2
sub-15,46,P4,0
sub-15,46,P5,0
sub-15,46,P6,0
sub-15,46,P7,0
sub-15,46,P8,0
sub-15,46,P9,0
sub-15,48,P1,0
sub-15,48,P2,0
sub-15,48,P3,2
sub-15,48,P4,0
sub-15,48,P5,0
sub-15,48,P6,0
sub-15,48,P7,0
sub-15,48,P8,0
sub-15,48,P9,0
sub-15,48,P10,0
sub-15,49,P1,0
sub-15,49,P2,0
sub-15,49,P3,0
sub-15,49,P4,0
sub-15,49,P5,0
sub-15,49,P6,0
sub-15,49,P7,1
sub-15,50,P1,0
sub-15,50,P2,0
sub-15,50,P3,0
sub-15,50,P4,0
sub-15,50,P5,0
sub-15,50,P6,0
sub-15,50,P7,0
sub-15,50,P8,0
