participant_id,event_number,peripheral_id,score
sub-12,2.0,P1,0
sub-12,2.0,P2,2
sub-12,2.0,P3,0
sub-12,2.0,P4,0
sub-12,2.0,P5,0
sub-12,2.0,P6,0
sub-12,2.0,P7,0
sub-12,2.0,P8,0
sub-12,2.0,P9,0
sub-12,2.0,P10,0
sub-12,2.0,P11,1
sub-12,2.0,P12,0
sub-12,3.0,P1,2
sub-12,3.0,P2,1
sub-12,3.0,P3,0
sub-12,3.0,P4,0
sub-12,3.0,P5,0
sub-12,4.0,P1,0
sub-12,4.0,P2,0
sub-12,4.0,P3,0
sub-12,4.0,P4,0
sub-12,4.0,P5,0
sub-12,4.0,P6,0
sub-12,4.0,P7,2
sub-12,4.0,P8,0
sub-12,5.0,P1,0
sub-12,5.0,P2,0
sub-12,5.0,P3,0
sub-12,5.0,P4,0
sub-12,5.0,P5,0
sub-12,5.0,P6,0
sub-12,7.0,P1,0
sub-12,7.0,P2,0
sub-12,7.0,P3,0
sub-12,7.0,P4,0
sub-12,7.0,P5,0
sub-12,7.0,P6,0
sub-12,8.0,P1,1
sub-12,8.0,P2,0
sub-12,8.0,P3,0
sub-12,8.0,P4,0
sub-12,8.0,P5,2
sub-12,9.0,P1,0
sub-12,9.0,P2,1
sub-12,9.0,P3,0
sub-12,9.0,P4,0
sub-12,9.0,P5,1
sub-12,10.0,P1,0
sub-12,10.0,P2,0
sub-12,10.0,P3,0
sub-12,10.0,P4,0
sub-12,10.0,P5,1
sub-12,11.0,P1,0
sub-12,11.0,P2,0
sub-12,11.0,P3,2
sub-12,11.0,P4,0
sub-12,11.0,P5,0
sub-12,12.0,P1,0
sub-12,12.0,P2,0
sub-12,12.0,P3,0
sub-12,12.0,P4,0
sub-12,12.0,P5,0
sub-12,12.0,P6,0
sub-12,13.0,P1,0
sub-12,13.0,P2,0
sub-12,13.0,P3,0
sub-12,13.0,P4,2
sub-12,13.0,P5,0
sub-12,13.0,P6,0
sub-12,13.0,P7,0
sub-12,13.0,P8,0
sub-12,14.0,P1,2
sub-12,14.0,P2,0
sub-12,14.0,P3,0
sub-12,14.0,P4,1
sub-12,14.0,P5,0
sub-12,14.0,P6,0
sub-12,14.0,P7,0
sub-12,15.0,P1,0
sub-12,15.0,P2,0
sub-12,15.0,P3,0
sub-12,15.0,P4,0
sub-12,15.0,P5,1
sub-12,15.0,P6,0
sub-12,15.0,P7,1
sub-12,15.0,P8,0
sub-12,15.0,P9,0
sub-12,15.0,P10,0
sub-12,15.0,P11,0
sub-12,16.0,P1,0
sub-12,16.0,P2,0
sub-12,16.0,P3,0
sub-12,16.0,P4,1
sub-12,16.0,P5,0
sub-12,16.0,P6,0
sub-12,16.0,P7,0
sub-12,16.0,P8,0
sub-12,18.0,P1,0
sub-12,18.0,P2,0
sub-12,18.0,P3,1
sub-12,19.0,P1,0
sub-12,19.0,P2,0
sub-12,19.0,P3,0
sub-12,19.0,P4,0
sub-12,19.0,P5,0
sub-12,19.0,P6,0
sub-12,19.0,P7,0
sub-12,19.0,P8,0
sub-12,19.0,P9,0
sub-12,19.0,P10,0
sub-12,19.0,P11,0
sub-12,19.0,P12,0
sub-12,19.0,P13,0
sub-12,21.0,P1,0
sub-12,21.0,P2,0
sub-12,21.0,P3,0
sub-12,21.0,P4,0
sub-12,21.0,P5,0
sub-12,21.0,P6,0
sub-12,22.0,P1,0
sub-12,22.0,P2,0
sub-12,22.0,P3,0
sub-12,22.0,P4,0
sub-12,22.0,P5,0
sub-12,22.0,P6,1
sub-12,22.0,P7,1
sub-12,24.0,P1,0
sub-12,24.0,P2,0
sub-12,24.0,P3,0
sub-12,24.0,P4,0
sub-12,24.0,P5,0
sub-12,24.0,P6,0
sub-12,24.0,P7,0
sub-12,25.0,P1,0
sub-12,25.0,P2,0
sub-12,25.0,P3,0
sub-12,25.0,P4,0
sub-12,25.0,P5,0
sub-12,25.0,P6,2
sub-12,25.0,P7,0
