participant_id,event_number,central_id,score
sub-17,2,C1,1
sub-17,2,C2,0
sub-17,2,C3,0
sub-17,2,C4,1
sub-17,2,C5,2
sub-17,2,C6,0
sub-17,2,C7,0
sub-17,2,C8,1
sub-17,2,C9,0
sub-17,2,C10,0
sub-17,2,C11,0
sub-17,2,C12,0
sub-17,3,C1,0
sub-17,3,C2,0
sub-17,3,C3,0
sub-17,3,C4,0
sub-17,3,C5,0
sub-17,4,C1,0
sub-17,4,C2,1
sub-17,4,C3,0
sub-17,4,C4,0
sub-17,4,C5,1
sub-17,4,C6,0
sub-17,4,C7,0
sub-17,4,C8,0
sub-17,5,C1,2
sub-17,5,C2,2
sub-17,5,C3,2
sub-17,5,C4,2
sub-17,5,C5,1
sub-17,5,C6,0
sub-17,7,C1,2
sub-17,7,C2,2
sub-17,7,C3,0
sub-17,7,C4,2
sub-17,7,C5,1
sub-17,7,C6,0
sub-17,8,C1,1
sub-17,8,C2,2
sub-17,8,C3,0
sub-17,8,C4,0
sub-17,8,C5,0
sub-17,9,C1,2
sub-17,9,C2,1
sub-17,9,C3,2
sub-17,9,C4,0
sub-17,9,C5,2
sub-17,10,C1,2
sub-17,10,C2,2
sub-17,10,C3,0
sub-17,10,C4,2
sub-17,10,C5,1
sub-17,11,C1,0
sub-17,11,C2,1
sub-17,11,C3,0
sub-17,11,C4,1
sub-17,11,C5,0
sub-17,12,C1,0
sub-17,12,C2,0
sub-17,12,C3,0
sub-17,12,C4,0
sub-17,12,C5,0
sub-17,12,C6,0
sub-17,13,C1,1
sub-17,13,C2,1
sub-17,13,C3,2
sub-17,13,C4,0
sub-17,13,C5,2
sub-17,13,C6,0
sub-17,13,C7,1
sub-17,13,C8,0
sub-17,14,C1,1
sub-17,14,C2,1
sub-17,14,C3,0
sub-17,14,C4,2
sub-17,14,C5,2
sub-17,14,C6,1
sub-17,14,C7,1
sub-17,15,C1,2
sub-17,15,C2,2
sub-17,15,C3,1
sub-17,15,C4,1
sub-17,15,C5,1
sub-17,15,C6,1
sub-17,15,C7,0
sub-17,15,C8,2
sub-17,15,C9,2
sub-17,15,C10,2
sub-17,15,C11,0
sub-17,16,C1,2
sub-17,16,C2,0
sub-17,16,C3,0
sub-17,16,C4,1
sub-17,16,C5,2
sub-17,16,C6,1
sub-17,16,C7,2
sub-17,16,C8,0
sub-17,19,C1,1
sub-17,19,C2,0
sub-17,19,C3,0
sub-17,19,C4,0
sub-17,19,C5,0
sub-17,19,C6,2
sub-17,19,C7,2
sub-17,19,C8,0
sub-17,19,C9,0
sub-17,19,C10,0
sub-17,19,C11,0
sub-17,19,C12,0
sub-17,19,C13,0
sub-17,22,C1,1
sub-17,22,C2,0
sub-17,22,C3,0
sub-17,22,C4,2
sub-17,22,C5,0
sub-17,22,C6,2
sub-17,22,C7,2
sub-17,25,C1,2
sub-17,25,C2,2
sub-17,25,C3,0
sub-17,25,C4,0
sub-17,25,C5,0
sub-17,25,C6,2
sub-17,25,C7,2
sub-17,25,C8,2
sub-17,25,C9,2
sub-17,27,C1,2
sub-17,27,C2,1
sub-17,27,C3,0
sub-17,27,C4,1
sub-17,27,C5,2
sub-17,27,C6,0
sub-17,27,C7,0
sub-17,27,C8,0
sub-17,27,C9,0
sub-17,27,C10,0
sub-17,29,C1,0
sub-17,29,C2,0
sub-17,29,C3,0
sub-17,29,C4,0
sub-17,29,C5,1
sub-17,29,C6,0
sub-17,29,C7,0
sub-17,29,C8,0
sub-17,30,C1,2
sub-17,30,C2,2
sub-17,30,C3,0
sub-17,30,C4,2
sub-17,30,C5,1
sub-17,30,C6,0
sub-17,30,C7,0
sub-17,30,C8,0
sub-17,31,C1,0
sub-17,31,C2,1
sub-17,31,C3,2
sub-17,31,C4,0
sub-17,31,C5,2
sub-17,31,C6,0
sub-17,31,C7,0
sub-17,32,C1,0
sub-17,32,C2,0
sub-17,32,C3,2
sub-17,32,C4,2
sub-17,32,C5,1
sub-17,32,C6,0
sub-17,32,C7,0
sub-17,32,C8,0
sub-17,33,C1,0
sub-17,33,C2,2
sub-17,33,C3,1
sub-17,33,C4,1
sub-17,33,C5,2
sub-17,33,C6,2
sub-17,33,C7,0
sub-17,33,C8,2
sub-17,33,C9,0
sub-17,34,C1,2
sub-17,34,C2,2
sub-17,34,C3,0
sub-17,34,C4,0
sub-17,34,C5,0
sub-17,34,C6,0
sub-17,34,C7,0
sub-17,35,C1,0
sub-17,35,C2,0
sub-17,35,C3,0
sub-17,35,C4,1
sub-17,35,C5,2
sub-17,35,C6,2
sub-17,35,C7,2
sub-17,35,C8,0
sub-17,35,C9,0
sub-17,36,C1,2
sub-17,36,C2,2
sub-17,36,C3,0
sub-17,36,C4,1
sub-17,36,C5,2
sub-17,36,C6,2
sub-17,36,C7,2
sub-17,36,C8,2
sub-17,36,C9,2
sub-17,36,C10,0
sub-17,37,C1,0
sub-17,37,C2,2
sub-17,37,C3,2
sub-17,37,C4,2
sub-17,37,C5,0
sub-17,37,C6,2
sub-17,37,C7,2
sub-17,37,C8,0
sub-17,38,C1,1
sub-17,38,C2,0
sub-17,38,C3,2
sub-17,38,C4,2
sub-17,38,C5,2
sub-17,38,C6,0
sub-17,38,C7,2
sub-17,38,C8,0
sub-17,38,C9,0
sub-17,38,C10,0
sub-17,39,C1,0
sub-17,39,C2,2
sub-17,39,C3,0
sub-17,39,C4,0
sub-17,39,C5,0
sub-17,39,C6,0
sub-17,39,C7,0
sub-17,39,C8,0
sub-17,39,C9,0
sub-17,40,C1,0
sub-17,40,C2,0
sub-17,40,C3,0
sub-17,40,C4,0
sub-17,40,C5,0
sub-17,40,C6,2
sub-17,40,C7,2
sub-17,40,C8,2
sub-17,40,C9,0
sub-17,40,C10,0
sub-17,40,C11,0
sub-17,40,C12,0
sub-17,41,C1,0
sub-17,41,C2,0
sub-17,41,C3,0
sub-17,41,C4,0
sub-17,41,C5,0
sub-17,41,C6,0
sub-17,43,C1,0
sub-17,43,C2,0
sub-17,43,C3,0
sub-17,43,C4,2
sub-17,43,C5,2
sub-17,43,C6,0
sub-17,43,C7,1
sub-17,43,C8,0
sub-17,44,C1,2
sub-17,44,C2,0
sub-17,44,C3,0
sub-17,44,C4,2
sub-17,44,C5,2
sub-17,44,C6,2
sub-17,44,C7,1
sub-17,44,C8,2
sub-17,45,C1,2
sub-17,45,C2,2
sub-17,45,C3,1
sub-17,45,C4,2
sub-17,45,C5,0
sub-17,45,C6,2
sub-17,45,C7,1
sub-17,46,C1,2
sub-17,46,C2,2
sub-17,46,C3,0
sub-17,46,C4,2
sub-17,46,C5,2
sub-17,46,C6,2
sub-17,46,C7,0
sub-17,46,C8,0
sub-17,46,C9,0
sub-17,47,C1,0
sub-17,47,C2,0
sub-17,47,C3,0
sub-17,47,C4,0
sub-17,47,C5,0
sub-17,47,C6,0
sub-17,47,C7,1
sub-17,47,C8,0
sub-17,48,C1,0
sub-17,48,C2,0
sub-17,48,C3,0
sub-17,48,C4,0
sub-17,48,C5,2
sub-17,48,C6,2
sub-17,48,C7,2
sub-17,48,C8,1
sub-17,48,C9,0
sub-17,48,C10,1
sub-17,49,C1,2
sub-17,49,C2,0
sub-17,49,C3,0
sub-17,49,C4,0
sub-17,49,C5,0
sub-17,49,C6,1
sub-17,49,C7,0
sub-17,50,C1,0
sub-17,50,C2,0
sub-17,50,C3,0
sub-17,50,C4,0
sub-17,50,C5,0
sub-17,50,C6,0
sub-17,50,C7,1
sub-17,50,C8,2
