participant_id,event_number,central_id,score
sub-09,2,C1,2
sub-09,2,C2,0
sub-09,2,C3,0
sub-09,2,C4,1
sub-09,2,C5,0
sub-09,2,C6,0
sub-09,2,C7,0
sub-09,2,C8,2
sub-09,2,C9,0
sub-09,2,C10,0
sub-09,2,C11,0
sub-09,2,C12,0
sub-09,3,C1,1
sub-09,3,C2,0
sub-09,3,C3,1
sub-09,3,C4,0
sub-09,3,C5,0
sub-09,4,C1,0
sub-09,4,C2,0
sub-09,4,C3,0
sub-09,4,C4,0
sub-09,4,C5,0
sub-09,4,C6,2
sub-09,4,C7,1
sub-09,4,C8,0
sub-09,8,C1,0
sub-09,8,C2,0
sub-09,8,C3,0
sub-09,8,C4,0
sub-09,8,C5,0
sub-09,11,C1,0
sub-09,11,C2,0
sub-09,11,C3,0
sub-09,11,C4,1
sub-09,11,C5,0
sub-09,12,C1,0
sub-09,12,C2,0
sub-09,12,C3,0
sub-09,12,C4,0
sub-09,12,C5,1
sub-09,12,C6,0
sub-09,14,C1,1
sub-09,14,C2,0
sub-09,14,C3,1
sub-09,14,C4,1
sub-09,14,C5,0
sub-09,14,C6,0
sub-09,14,C7,2
sub-09,15,C1,0
sub-09,15,C2,0
sub-09,15,C3,0
sub-09,15,C4,1
sub-09,15,C5,2
sub-09,15,C6,0
sub-09,15,C7,0
sub-09,15,C8,0
sub-09,15,C9,0
sub-09,15,C10,2
sub-09,15,C11,0
sub-09,16,C1,0
sub-09,16,C2,0
sub-09,16,C3,0
sub-09,16,C4,2
sub-09,16,C5,1
sub-09,16,C6,0
sub-09,16,C7,2
sub-09,16,C8,0
sub-09,19,C1,0
sub-09,19,C2,0
sub-09,19,C3,0
sub-09,19,C4,0
sub-09,19,C5,0
sub-09,19,C6,1
sub-09,19,C7,2
sub-09,19,C8,0
sub-09,19,C9,0
sub-09,19,C10,0
sub-09,19,C11,0
sub-09,19,C12,0
sub-09,19,C13,0
sub-09,22,C1,1
sub-09,22,C2,2
sub-09,22,C3,2
sub-09,22,C4,0
sub-09,22,C5,0
sub-09,22,C6,0
sub-09,22,C7,2
sub-09,24,C1,0
sub-09,24,C2,0
sub-09,24,C3,2
sub-09,24,C4,2
sub-09,24,C5,0
sub-09,24,C6,0
sub-09,24,C7,0
sub-09,27,C1,0
sub-09,27,C2,2
sub-09,27,C3,0
sub-09,27,C4,2
sub-09,27,C5,0
sub-09,27,C6,0
sub-09,27,C7,0
sub-09,27,C8,1
sub-09,27,C9,2
sub-09,27,C10,0
sub-09,29,C1,1
sub-09,29,C2,1
sub-09,29,C3,0
sub-09,29,C4,0
sub-09,29,C5,1
sub-09,29,C6,2
sub-09,29,C7,0
sub-09,29,C8,0
sub-09,31,C1,0
sub-09,31,C2,0
sub-09,31,C3,0
sub-09,31,C4,0
sub-09,31,C5,2
sub-09,31,C6,0
sub-09,31,C7,0
sub-09,32,C1,0
sub-09,32,C2,0
sub-09,32,C3,0
sub-09,32,C4,2
sub-09,32,C5,0
sub-09,32,C6,0
sub-09,32,C7,2
sub-09,32,C8,0
sub-09,34,C1,0
sub-09,34,C2,0
sub-09,34,C3,2
sub-09,34,C4,2
sub-09,34,C5,0
sub-09,34,C6,0
sub-09,34,C7,0
sub-09,35,C1,0
sub-09,35,C2,1
sub-09,35,C3,0
sub-09,35,C4,0
sub-09,35,C5,0
sub-09,35,C6,2
sub-09,35,C7,2
sub-09,35,C8,0
sub-09,35,C9,0
sub-09,36,C1,2
sub-09,36,C2,0
sub-09,36,C3,0
sub-09,36,C4,0
sub-09,36,C5,2
sub-09,36,C6,2
sub-09,36,C7,2
sub-09,36,C8,2
sub-09,36,C9,2
sub-09,36,C10,0
sub-09,37,C1,1
sub-09,37,C2,1
sub-09,37,C3,2
sub-09,37,C4,0
sub-09,37,C5,0
sub-09,37,C6,2
sub-09,37,C7,2
sub-09,37,C8,0
sub-09,38,C1,1
sub-09,38,C2,0
sub-09,38,C3,0
sub-09,38,C4,2
sub-09,38,C5,0
sub-09,38,C6,2
sub-09,38,C7,2
sub-09,38,C8,2
sub-09,38,C9,0
sub-09,38,C10,1
sub-09,39,C1,0
sub-09,39,C2,2
sub-09,39,C3,0
sub-09,39,C4,0
sub-09,39,C5,2
sub-09,39,C6,0
sub-09,39,C7,0
sub-09,39,C8,0
sub-09,39,C9,0
sub-09,41,C1,0
sub-09,41,C2,0
sub-09,41,C3,0
sub-09,41,C4,2
sub-09,41,C5,0
sub-09,41,C6,0
sub-09,44,C1,0
sub-09,44,C2,0
sub-09,44,C3,0
sub-09,44,C4,2
sub-09,44,C5,0
sub-09,44,C6,0
sub-09,44,C7,0
sub-09,44,C8,0
sub-09,45,C1,0
sub-09,45,C2,2
sub-09,45,C3,0
sub-09,45,C4,0
sub-09,45,C5,0
sub-09,45,C6,0
sub-09,45,C7,0
sub-09,47,C1,0
sub-09,47,C2,0
sub-09,47,C3,0
sub-09,47,C4,2
sub-09,47,C5,1
sub-09,47,C6,0
sub-09,47,C7,0
sub-09,47,C8,0
sub-09,48,C1,0
sub-09,48,C2,2
sub-09,48,C3,0
sub-09,48,C4,0
sub-09,48,C5,2
sub-09,48,C6,0
sub-09,48,C7,0
sub-09,48,C8,0
sub-09,48,C9,1
sub-09,48,C10,2
sub-09,50,C1,0
sub-09,50,C2,0
sub-09,50,C3,0
sub-09,50,C4,0
sub-09,50,C5,0
sub-09,50,C6,0
sub-09,50,C7,0
sub-09,50,C8,0
